pid,title,journal_title,year,eligible_order,empirical_evidence_type,quantitative_analysis_type,credibility_revolution_screen_reason,tough_call_reason
S2236-57102025000100203,PORTAIS ELETRÔNICOS NA ACCOUNTABILITY: ABRINDO A &#8220;CAIXA-PRETA&#8221;,Cadernos Gestão Pública e Cidadania,2025,334,none,none,not_empirical,"O artigo tem procedimento sistemático de busca e síntese de 51 estudos, o que é uma forma de análise bibliográfica própria; contudo, pelo schema, revisões de literatura sem análise empírica original substantiva não devem ser classificadas como artigos empíricos."
S2236-57102025000100204,ADMINISTRAÇÃO PÚBLICA 4.0 E OS CONCURSOS PARA CARREIRAS DA ÁREA ECONÔMICA DO PODER EXECUTIVO FEDERAL,Cadernos Gestão Pública e Cidadania,2025,335,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo usa linguagem causal forte, como 'impacto da Administração Pública 4.0', mas a evidência apresentada é uma comparação documental descritiva entre editais antigos e recentes, sem desenho de identificação ou inferência estatística. Por isso há claim explicativo, mas não método de credibilidade."
S2236-57102025000100205,FIQUE EM CASA! O DESEMPENHO DOS TRABALHADORES DURANTE A PANDEMIA DO COVID-19,Cadernos Gestão Pública e Cidadania,2025,336,mixed_empirical,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de impacto e modelagem estatística exploratória, mas não apresenta estratégia de identificação causal. Como a modelagem é observacional e sem desenho de credibilidade, foi classificado como causal/explanatory claim sem método de credibilidade."
S2236-57102025000100206,GESTÃO PARTICIPATIVA E AS INTERAÇÕES DOS CONSELHOS MUNICIPAIS COM OS MOVIMENTOS INSURGENTES EM CIDADES DO SEMIÁRIDO BRASILEIRO,Cadernos Gestão Pública e Cidadania,2025,337,qualitative_only,none,qualitative_only,"O texto informa contagens de movimentos, conselhos e cidades e remete a tabelas/figura, o que poderia sugerir descrição quantitativa mínima. Contudo, no corpo fornecido essas contagens funcionam como descrição do campo e da amostra; o próprio artigo declara usar pesquisa qualitativa e não apresenta análise estatística substantiva."
S2236-57102025000100207,CUSTOS NO SETOR PÚBLICO: O CUSTO DO ABSENTEÍSMO NAS UNIDADES BÁSICAS DE SAÚDE,Cadernos Gestão Pública e Cidadania,2025,338,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo faz algumas afirmações explicativas sobre desperdício, filas e relação entre oferta e absenteísmo, mas a análise própria é essencialmente descritiva e contábil; por isso não deve ser classificado como causal ou inferencial."
S2236-57102025000100209,A LUTA DE MULHERES PARA VIVEREM BEM JUNTAS! MOBILIZAÇÕES COLETIVAS E ASSOCIAÇÃO NA FRONTEIRA BRASIL-BOLÍVIA,Cadernos Gestão Pública e Cidadania,2025,339,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se declara qualitativo e sua análise substantiva é interpretiva, mas apresenta contagens descritivas próprias das iniciativas mapeadas; por isso foi classificado como mixed_empirical e quantitative_analysis_type descriptive_statistics_only, sem inferência estatística."
S2236-57102025000100210,A EQUIDADE NA IMPLEMENTAÇÃO DE POLÍTICAS: UMA TEMÁTICA IMPLÍCITA E SUBTEORIZADA,Cadernos Gestão Pública e Cidadania,2025,340,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é uma revisão sistemática de literatura, categoria que o prompt exclui quando não há análise empírica original. Aqui, porém, os autores constroem e analisam um corpus próprio de artigos com codificação indutiva e estatísticas descritivas, o que sustenta classificá-lo como empírico misto; a decisão exigiu separar revisão meramente narrativa de revisão sistemática com análise documental própria."
S2236-57102025000100211,SERVIÇOS PÚBLICOS E TECNOLOGIAS DIGITAIS: UMA ANÁLISE BIBLIOMÉTRICA,Cadernos Gestão Pública e Cidadania,2025,341,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é uma revisão sistemática/bibliométrica, não uma pesquisa de campo sobre cidadãos ou governos. Ainda assim, apresenta análise quantitativa própria de dados bibliográficos e interpretação qualitativa dos clusters e temas, o que justifica classificá-lo como empírico misto, com análise quantitativa descritiva apenas."
S2236-57102025000100600,PROPOSIÇÃO DE INDICADORES PARA A CIDADE INTELIGENTE E CRIATIVA,Cadernos Gestão Pública e Cidadania,2025,343,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodeclara qualitativo, mas a validação dos indicadores usa contagens e percentuais de concordância dos especialistas; por isso foi classificado como misto com análise quantitativa descritiva, sem inferência estatística."
S2236-57102025000100601,TECNOLOGIA SOCIAL PARA A GARANTIA DA SEGURANÇA ALIMENTAR NOS CENTROS URBANOS,Cadernos Gestão Pública e Cidadania,2025,344,qualitative_only,none,qualitative_only,"O artigo cita muitos números de relatórios oficiais e estudos anteriores, e a metodologia menciona avaliação de dados secundários. Contudo, o texto não mostra análise quantitativa original nem reanálise própria; por isso, a classificação quantitativa Torreblanca deve permanecer falsa."
S2236-57102025000100800,"BOA GOVERNANÇA, MODELOS DE GESTÃO E INGRESSO NO SERVIÇO PÚBLICO BRASILEIRO: ENTRE DISCURSOS E PRÁTICAS",Cadernos Gestão Pública e Cidadania,2025,345,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A classificação quantitativa é uma decisão difícil porque o corpo textual fornecido menciona a Tabela 1 e discute indicadores oficiais, mas não reproduz a tabela. A seção, contudo, deixa claro que dados oficiais foram usados para sustentar uma análise descritiva das modalidades de ingresso, sem inferência estatística."
S2236-57102025000100801,VIOLAÇÕES DE DIREITOS HUMANOS PELA FUNDAÇÃO RENOVA: FRAGMENTAÇÃO DE PROCESSOS E POLÍTICAS EXCLUDENTES,Cadernos Gestão Pública e Cidadania,2025,346,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodeclara qualitativo e exploratório, mas também calcula percentuais de violações a partir do material analisado. Esses percentuais são análise quantitativa original, porém apenas descritiva, sem testes, incerteza ou modelagem."
S2236-57102025000100803,"MUDANÇAS SOCIAIS, INSTRUMENTOS DIGITAIS DE AÇÃO PÚBLICA E REENGENHARIA SOCIOTÉCNICA DO ESTADO",Cadernos Gestão Pública e Cidadania,2025,348,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é explicitamente um ensaio e quase todo o texto é conceitual e normativo. Ainda assim, a seção sobre infraestrutura apresenta figuras e contagens usadas como evidência descritiva própria ou reanalisada, o que justifica uma classificação quantitativa descritiva limitada, sem inferência."
S2236-57102025000101003,COCRIAÇÃO E PARTICIPAÇÃO SOCIAL: ANÁLISE DOS SEIS PLANOS DE AÇÃO DA PARCERIA PARA O GOVERNO ABERTO NO BRASIL (2011-2023),Cadernos Gestão Pública e Cidadania,2025,352,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A introdução declara abordagem qualitativa, mas o corpo do artigo apresenta contagens, percentuais e tabelas comparativas próprias sobre compromissos e atores. Por isso, a classificação mais adequada é mixed_empirical com análise quantitativa descritiva apenas."
S2236-57102025000101004,"TRANSPARÊNCIA ATIVA, DADOS ABERTOS E DESEMPENHO ACADÊMICO: ANÁLISE DAS UNIVERSIDADES FEDERAIS BRASILEIRAS",Cadernos Gestão Pública e Cidadania,2025,353,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de efeito e relações causais e estima regressões OLS, mas também se autodefine como pesquisa descritiva quantitativa e não apresenta estratégia de identificação causal; por isso deve ser triado, mas não classificado como método de credibilidade-revolução."
S2236-57102025000101005,AVALIAÇÃO DE SISTEMAS DE GOVERNO ABERTO E DE TRANSPARÊNCIA PÚBLICA NAS CAPITAIS BRASILEIRAS,Cadernos Gestão Pública e Cidadania,2025,354,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A metodologia usa a expressão estratégia experimental e a conclusão emprega linguagem de impacto, mas o desenho apresentado é uma inspeção avaliativa e descritiva de portais, sem tratamento, controle, randomização ou identificação causal. Também há um componente qualitativo de observações de casos específicos, embora o peso principal da evidência esteja em estatísticas descritivas."
S2236-57102025000101007,TRANSPARÊNCIA NO MINISTÉRIO PÚBLICO DO ESTADO DO PARÁ: CONTORNOS E AVANÇOS NA GARANTIA DE DIREITOS,Cadernos Gestão Pública e Cidadania,2025,355,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A metodologia se declara qualitativa, mas o artigo usa rankings e percentuais de atendimento do Transparentômetro como evidência empírica própria ou reanalisada. A decisão foi classificá-lo como mixed_empirical e quantitativo descritivo, sem inferência estatística."
S2236-57102025000101200,CAPACIDADES DE INOVAÇÃO NO EMPREENDEDORISMO SOCIAL EM AMBIENTE DE CRISE: UMA ANÁLISE PELA PERSPECTIVA DOS COLABORADORES,Cadernos Gestão Pública e Cidadania,2025,358,mixed_empirical,statistical_modeling,statistical_modeling_screen,"A análise textual com Iramuteq quantifica o corpus e usa AFC, CHD, análise de similitude e chi2, o que justifica classificação quantitativa ampla e modelagem textual; ao mesmo tempo, o desenho substantivo é predominantemente qualitativo e interpretativo, sem estratégia causal de identificação."
S2236-57102025000101400,ARRANJOS INSTITUCIONAIS PARA O DESENVOLVIMENTO DE COMUNIDADES SUSTENTÁVEIS: UMA ANÁLISE SOBRE A IMPLEMENTAÇÃO DO PROTOCOLO COMUNITÁRIO DO BAILIQUE,Cadernos Gestão Pública e Cidadania,2025,363,qualitative_only,none,qualitative_only,"O artigo apresenta várias contagens próprias de entrevistas e trechos codificados, mas elas funcionam como descrição do corpus qualitativo e não como análise quantitativa substantiva; por isso a classificação quantitativa foi mantida como none."
S2236-57102025000101401,BIOECONOMIA NA AMAZÔNIA: EVIDÊNCIAS DA FÁBRICA FILHA DO COMBU NA ORQUESTRAÇÃO DE EMPREENDIMENTOS SOBRE A FLORESTA EM PÉ,Cadernos Gestão Pública e Cidadania,2025,364,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodeclara qualitativo, mas inclui análise própria de planilhas e tabelas de quantidades faturadas e frutos utilizados. Isso torna a classificação mais adequada como mixed_empirical com quantitativo descritivo, embora sem inferência estatística ou modelagem."
S2236-57102025000101402,DETERMINANTES DO DESMATAMENTO HISTÓRICO E RECENTE DA AMAZÔNIA NA PERSPECTIVA DA ESTATÍSTICA ESPACIAL,Cadernos Gestão Pública e Cidadania,2025,365,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de determinantes, impacto e fatores que contribuem para o desmatamento, mas a estratégia empírica é regressão espacial observacional sem discussão de identificação causal; por isso passa pelo screen, mas não recebe método de credibilidade-revolution."
S2236-57102025000101405,“LIGANDO AS PONTAS!” - A ATUAÇÃO DO FUNDO PODÁALI NO FOMENTO DA BIOECONOMIA NA AMAZÔNIA,Cadernos Gestão Pública e Cidadania,2025,368,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se declara eminentemente qualitativo e a estratégia central é estudo de caso, mas os resultados apresentam contagens, percentuais, valores financeiros e figuras descritivas sobre chamadas e projetos; por isso foi classificado como mixed_empirical e quantitative descriptive only, sem inferência ou modelagem."
S2236-57102025000101406,AVALIAÇÃO DA APLICABILIDADE DA POLÍTICA NACIONAL DE RESÍDUOS SÓLIDOS EM PORTO VELHO,Cadernos Gestão Pública e Cidadania,2025,369,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A metodologia se declara qualitativa e bibliográfica, mas os resultados apresentam reanálise descritiva de dados administrativos com figuras, tabela, toneladas e percentuais. Por isso o artigo é melhor classificado como mixed_empirical, embora o componente quantitativo seja apenas descritivo."
S2236-57102025000101407,AVALIAÇÃO DO PROGRAMA DE REGULARIZAÇÃO AMBIENTAL NO ESTADO DE RONDÔNIA,Cadernos Gestão Pública e Cidadania,2025,370,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo usa dados administrativos, figuras e orçamento de modo descritivo e também usa a Matriz do Marco Lógico com linguagem de cadeia causal. Isso exige distinguir avaliação qualitativa/descritiva de uma estratégia causal de credibilidade-revolução; não há inferência estatística nem desenho de identificação."
S2236-57102025000101408,NEGÓCIOS DA (NA) FLORESTA AMAZÔNICA: DESAFIOS E OPORTUNIDADES DA SUSTENTABILIDADE NA CADEIA DE VALOR,Cadernos Gestão Pública e Cidadania,2025,371,qualitative_only,none,qualitative_only,"O artigo é apresentado como reflexão conceitual e não declara coleta própria de dados; contudo, analisa substantivamente um caso setorial e uma reconstrução histórica com base em literatura secundária. Classifiquei como empírico qualitativo porque o corpo discute evidência histórica e setorial concreta, mas não como quantitativo nem como desenho causal."
S2236-57102025000101600,RUAS DIVIDIDAS? PROTESTOS SOBRE MEDIDAS RESTRITIVAS NO BRASIL PANDÊMICO,Cadernos Gestão Pública e Cidadania,2025,373,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo tem linguagem explicativa sobre fatores que influenciaram protestos e menciona apoio de estudos qualitativos externos, mas a análise própria apresentada é apenas descritiva e quantitativa; por isso não foi classificado como qualitativo próprio nem como causal/credibility-revolution."
S2236-57102025000101601,MOVIMENTOS SOCIAIS E O CUIDADO EM SAÚDE DURANTE A PANDEMIA DE COVID-19 NO BRASIL: UMA REVISÃO DE ESCOPO,Cadernos Gestão Pública e Cidadania,2025,374,none,none,not_empirical,"O artigo executa uma revisão de escopo com busca sistemática, triagem, extração e contagens descritivas dos estudos incluídos, o que cria alguma aparência de análise empírica. Contudo, o prompt exclui revisões de literatura sem análise empírica original, e a evidência substantiva sobre movimentos sociais vem de estudos já publicados."
S2236-57102025000101602,Das ruas para a virtualidade? Protestos na Argentina e no Uruguai em tempos de COVID-19,Cadernos Gestão Pública e Cidadania,2025,375,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A principal ambiguidade é se o uso pontual de percentuais do Latinobarómetro e uma figura gerada da base online deve contar como análise quantitativa própria. Como o artigo declara a geração de gráfico com a base e usa percentuais comparativos no argumento contextual, foi classificado como quantitativo descritivo, mas a contribuição empírica central é qualitativa."
S2236-57102025000101603,“I CAN’T BREATHE”: UMA ANÁLISE DO FLUXO DA HASHTAG #BlackLivesMatter NO TWITTER BRASILEIRO E NORTEAMERICANO,Cadernos Gestão Pública e Cidadania,2025,376,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo usa hipóteses e linguagem explicativa forte, mas a evidência apresentada é descritiva: fluxos de ranqueamento e redes de palavras sem testes estatísticos, modelos ou desenho causal. Também há interpretação discursiva dos termos, mas o próprio artigo diz que estudos qualitativos não foram realizados nos limites do texto."
S2236-57102025000101604,ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHERES: ESTRATÉGIAS FEMINISTAS NA CRISE SANITÁRIA E POLÍTICA,Cadernos Gestão Pública e Cidadania,2025,377,qualitative_only,none,qualitative_only,"O artigo inclui pequenas contagens do corpus qualitativo, como oito organizações e sete grupos que virtualizaram atividades, e menciona pesquisas de opinião produzidas por uma organização estudada. Essas referências não configuram análise quantitativa original substantiva do artigo; a evidência e a inferência analítica são qualitativas."
S2236-57102025000101607,"¿LA PROTESTA, SIN LA CALLE? LOS FORMATOS DE PROTESTA Y LA RELACIÓN CON LAS RESTRICCIONES A LA CIRCULACIÓN EN ARGENTINA (2020)",Cadernos Gestão Pública e Cidadania,2025,379,quantitative_only,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"A análise quantitativa é apenas descritiva, mas o artigo formula explicitamente fatores que incidiram na decisão dos atores; por isso foi rastreado como claim explicativa associada à análise quantitativa, embora nenhum método de credibilidade ou identificação causal seja usado."
S2236-57102025000101608,DEFESA DE DIREITOS DURANTE A PANDEMIA DE COVID-19 NO BRASIL: AS REDES DE ORGANIZAÇÕES QUE MOBILIZARAM O SUPREMO TRIBUNAL FEDERAL,Cadernos Gestão Pública e Cidadania,2025,380,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodefine como pesquisa qualitativa com análise de rede, mas apresenta contagens, percentuais, centralidade e visualizações de rede baseadas em dados próprios. Isso justifica classificá-lo como mixed_empirical e quantitativo Torreblanca, embora a análise quantitativa seja apenas descritiva e sem inferência estatística."
S2236-57102025000101609,"ENREDADAS CONTRA A FOME: MOVIMENTOS, PANDEMIA E AUXÍLIO EM DOBRO PARA MÃES SOLO",Cadernos Gestão Pública e Cidadania,2025,381,qualitative_only,none,qualitative_only,"A metodologia menciona 4263 publicações em redes sociais e uso de R para verificar termos e cruzar informações, o que poderia parecer análise quantitativa. Contudo, o artigo apresenta essa etapa como apoio à análise de conteúdo qualitativa e à reconstrução de redes e interações, sem resultados quantitativos substantivos, testes, correlações, modelos ou inferência estatística."
S2236-57102025000101701,PANORAMA DOS ESTUDOS SOBRE A RESILIÊNCIA FINANCEIRA APLICADA À GESTÃO DE RECURSOS PÚBLICOS NOS GOVERNOS LOCAIS,Cadernos Gestão Pública e Cidadania,2025,384,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é uma revisão sistemática de literatura. A classificação como empírico e misto decorre da análise própria de metadados, palavras-chave e conteúdo dos 23 artigos, mas a evidência empírica é sobre a literatura, não sobre governos locais diretamente. Além disso, a seção de metodologias cita regressões, PCA, Granger e GMM, mas esses métodos pertencem aos estudos revisados, não ao artigo classificado."
S2236-57102025000101702,ARRANJOS FEDERATIVOS E FEDERALISMO FISCAL: UMA PROPOSTA DE FUSÃO MUNICIPAL NO BRASIL,Cadernos Gestão Pública e Cidadania,2025,385,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de efeitos e simula um cenário de fusão municipal, mas não apresenta uma estratégia de identificação causal de credibilidade; por isso a classificação registra causal/explanatory claim com modelagem observacional, sem método de credibilidade presente."
S2236-57102025000101703,O ORÇAMENTO SENSÍVEL A GÊNERO NO BRASIL: UMA IMPLEMENTAÇÃO DESCONTINUADA E INCOMPLETA (2003-2023),Cadernos Gestão Pública e Cidadania,2025,386,qualitative_only,none,qualitative_only,"O artigo declara process-tracing e faz afirmações causais, mas sua evidência é qualitativa/documental. A presença de valores orçamentários e percentuais poderia sugerir componente quantitativo, porém o texto os atribui a relatórios e estudos externos e não apresenta análise quantitativa própria ou reanálise sistemática."
S2236-57102025000101705,ORÇAMENTO E FINANÇAS PÚBLICAS NO BRASIL CONTEMPORÂNEO: DIAGNÓSTICOS E DESAFIOS,Cadernos Gestão Pública e Cidadania,2025,388,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é principalmente uma introdução editorial e ensaio diagnóstico de uma edição temática, mas inclui uma seção com análise descritiva de dados fiscais e uma Figura 1. Por isso, a classificação como quantitativo descritivo depende de reconhecer essa seção como análise empírica própria ou reanálise de dados públicos, embora o texto não apresente tabela detalhada nem métodos formais."
S0102-85292005000100005,O Desempenho dos congressos Argentino e Brasileiro em perspectiva comparada,Contexto Internacional,2005,392,mixed_empirical,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"A análise quantitativa própria é claramente descritiva, mas há um componente qualitativo-documental substantivo em regras institucionais, ementas e tramitação legislativa. Além disso, o artigo faz claims explicativos com base em estatísticas descritivas, o que justifica triagem para métodos de credibilidade, embora nenhum desenho causal moderno esteja presente."
S0102-85292005000200003,Os Estados Unidos e as relações internacionais contemporâneas,Contexto Internacional,2005,395,none,none,not_empirical,"The article contains many substantive explanatory claims and cites numerical indicators, official documents, and historical events, but these are used in a theoretical-bibliographic essay rather than as original empirical analysis. The central judgment is distinguishing contextual evidence and literature review from empirical research."
S0102-85292005000200004,Autonomia e relevância dos regimes,Contexto Internacional,2005,396,none,none,not_empirical,"O artigo apresenta uma tese explicativa sobre a efetividade dos regimes e usa esquemas de teoria dos jogos, mas não conduz análise empírica própria. A decisão central foi separar explicação teórica/conceitual de evidência empírica ou quantitativa original."
