pid,title,journal_title,journal_area,year,period_3,credibility_revolution_screen_applicable,credibility_revolution_method_present,method_type,causal_design_quote,tough_call,method_class
S0011-52582019000100306,Alguns Condicionantes da Capacidade de Influência das Conferências de Políticas Públicas sobre os Programas das Respectivas Políticas Setoriais,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582019000200203,Resultado Primário e Ciclo Político-Eleitoral nos Estados Brasileiros (1987-2010),Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,buscou-se executar no âmbito deste artigo uma análise semelhante a dos autores citados,TRUE,diagnostic_not_design
S0011-52582019000200206,Contando o Atraso Educacional: Despesas e Matrículas na Educação Primária de São Paulo (1880-1920),Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582019000300200,Razões da Fragmentação: Coligações e Estratégias Partidárias na Presença de Eleições Majoritárias e Proporcionais Simultâneas,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Optou-se por adotar um modelo MQO com dados empilhados, incluindo como controle o tamanho do partido na eleição imediatamente anterior ao início da série (1990).""",FALSE,diagnostic_not_design
S0011-52582019000300204,Cuico Progre Confiado. Quanto Influi a Ideologia na Confiança que Depositam os Chilenos nos Outros?,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,usamos esas variables precisamente para controlar por el efecto de esas posibles relaciones cuando evaluamos el efecto de la ideología,TRUE,diagnostic_not_design
S0011-52582019000300205,O Juízo Subjetivo sobre as Desigualdades Sociais: Que Princípios de Justiça se Aplicam?,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582019000300206,"Nem Indicação Política, Nem Cooperação: A Importância da Autonomia do TCU no Controle de Recursos Públicos Federais Transferidos aos Municípios",Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"O modelo produz um fator de correção no primeiro estágio – também conhecido como o inverso da razão de Mills –, e o insere na equação que estima o efeito sobre as chances de condenação",TRUE,diagnostic_not_design
S0011-52582019000400200,Dificuldades de Coordenação e Políticas Educacionais no Brasil: O Caso do Ensino Fundamental,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,TRUE,difference_in_differences,estaríamos considerando como “grupo tratamento” os municípios que transferem seus alunos entre redes de ensino e como “grupo controle” as localidades onde os alunos seguem sempre em uma mesma rede,TRUE,strict_design_method
S0011-52582019000400201,Mudança na Política Externa dos Estados Latino-Americanos e Caribenhos: Uma Análise Baseada nas Votações da Assembleia Geral das Nações Unidas,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Cox Proportional Hazard Model""",TRUE,diagnostic_not_design
S0011-52582019000400202,Disputas Institucionais e Interesses Corporativos no Sistema de Justiça: Impasses na Criação da Defensoria Pública nos Estados,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582019000400204,Carreiras Políticas na Câmara dos Deputados: Uma Análise Quase-Experimental,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,TRUE,regression_discontinuity,"A ideia básica desse desenho é que unidades com valores maiores que um determinado patamar (cutoff) numa determinada variável (forcing variable) recebem tratamento, enquanto aquelas com valores menores, não.",FALSE,strict_design_method
S0011-52582019000400205,Personalidade e Comparecimento Eleitoral na América Latina: Efeitos de Características Psicológicas Individuais em Contextos de Obrigatoriedade,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,FALSE,diagnostic_not_design
S0011-52582020000100201,Desigualdades e Interações de Classe Social na Saúde no Brasil,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"O modelo foi ajustado ou controlado pelas variáveis sexo, cor, idade, região, zona (rural ou urbana), dimensão e centralidade urbana (capital ou não), além de idade e informante.",FALSE,diagnostic_not_design
S0011-52582020000100202,Com a Palavra os Nobres Deputados: Ênfase Temática dos Discursos dos Parlamentares Brasileiros,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582020000100204,Insegurança Percebida nos Bairros de Santiago do Chile: A Importância do Bem-Estar Subjetivo,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"efectos fijos por comuna, y corregimos por errores estándar robustos",TRUE,diagnostic_not_design
S0011-52582020000100205,Preditores e Impactos da Legitimidade Policial: Testando a Teoria da Justeza Procedimental em São Paulo,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Sendo um estudo observacional, essa é uma limitação intrínseca ao desenho de pesquisa.",TRUE,diagnostic_not_design
S0011-52582020000200204,"Reformas Penais na Colômbia (1830-1940): Ideologias Políticas, Organização do Poder e Valores Sociais",Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582020000300202,O Partido dos Trabalhadores e as Instituições Participativas: a Influência da Dinâmica Intrapartidária na Adoção do Orçamento Participativo,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,será adicionada uma nova especificação para este modelo utilizando o efeito fixo nos estados,TRUE,diagnostic_not_design
S0011-52582020000300202,O Partido dos Trabalhadores e as Instituições Participativas: a Influência da Dinâmica Intrapartidária na Adoção do Orçamento Participativo,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,será adicionada uma nova especificação para este modelo utilizando o efeito fixo nos estados,TRUE,diagnostic_not_design
S0011-52582020000300203,"Raça, Classe e Desigualdade de Rendimentos no Brasil: Uma Análise de Trajetória Social",Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"For the analysis, we made use of a recursive structural equation model, which has been widely used in studies on inequality and social stratification since the seminal work carried out by Blau and Duncan (1967).",TRUE,diagnostic_not_design
S0011-52582020000300206,Trajetórias de Desenvolvimento da Competitividade Eleitoral Subnacional nas Prefeituras Colombianas: 1988-2015,Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582020000400205,Mercado das Drogas Ilícitas e Homicídios no Brasil: Um Estudo Comparativo das Cidades de Belo Horizonte (MG) e Maceió (AL),Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582020000400206,"Nem Herói, nem Vilão: Os Determinantes da Confiança nos Policiais das UPPs",Dados,Ciência Política e Ciências Sociais,2020,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582021000100202,A Percepção e o Discurso de Jovens Brasileiros sobre os Partidos Ecológicos,Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582021000100203,"Atores, Eventos e Redes da Política Externa Brasileira (1930-1985)",Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582021000100205,Cidades e Violência: Uma Análise Empírica do Caso de Costa Rica,Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Consequently, OLS with robust standard errors is a more efficient estimation technique and, therefore, the one that will be used in the estimation.""",TRUE,diagnostic_not_design
S0011-52582021000200202,"Sindicalismo, Processo Decisório e Reforma da Previdência no Governo Lula",Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582021000200207,Prefeitos e a Construção do Apoio Legislativo nos Municípios,Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,TRUE,instrumental_variables,elaboramos uma regressão linear de dois estágios,TRUE,strict_design_method
S0011-52582021000300204,Transparência e Replicação na Ciência Política Brasileira: Um Primeiro Olhar,Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Independent variable of interest is Established, a dummy variable that indicates papers from established subfields. Control variables include the number of authors and dummies for journals and year of publication.",TRUE,diagnostic_not_design
S0011-52582021000400203,"Academia, Conflito Armado e Paz na Colômbia: Uma Aproximação desde a Geopolítica do Conhecimento",Dados,Ciência Política e Ciências Sociais,2021,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582022000100201,O Efeito da Desigualdade Econômica nos Homicídios na União Europeia,Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,se ha empleado un modelo de panel de datos con efectos fijos,TRUE,diagnostic_not_design
S0011-52582022000200204,O Carrossel Burocrático dos Cargos de Confiança: Análise de Sobrevivência dos Cargos de Direção (DAS) do Executivo Federal Brasileiro (1999-2017),Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Estimamos 4 modelos, dispostos na Tabela 3.",TRUE,diagnostic_not_design
S0011-52582022000200205,Uruguai: novo realinhamento partidário ou toda democracia de partidos sólida se desmancha no ar?,Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582022000200207,Reinterpretando o sindicalismo mineiro terceirizado no Chile. Uma Perspectiva Territorial Marxista sobre a subcontratação,Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582022000300204,De Brancos para Negros? Uma Análise Longitudinal da Reclassificação Racial no Enem 2010-2016,Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,none_detected,“simulamos qual seria o perfil racial do Enem 2016 caso não houvesse reclassificação racial”,TRUE,diagnostic_not_design
S0011-52582022000300207,"Desvendando as Condições Espaciais, Estruturais e Sociais de Países para o Surgimento do Fenômeno do Combatente Estrangeiro: Uma Abordagem Exploratória do Caso ISIS pela Mineração de Dados",Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,complexity-based social system analysis has the benefit of considering hundreds of parameters to find multiple and dynamic associations among dependent and independent variables without assuming causality a priori,TRUE,diagnostic_not_design
S0011-52582022000400204,&#8220; Acompanho o Meu Partido &#8221;: Organização Partidária e Comportamento Legislativo no Brasil,Dados,Ciência Política e Ciências Sociais,2022,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"O objetivo principal não é explicar as taxas de disciplina e unidade das bancadas de modo abrangente, mas estimar se as variáveis organizacionais possuem algum grau de associação com esses indicadores.",TRUE,diagnostic_not_design
S0011-52582023000100202,"Campo Científico, Reconhecimento e Motivação Profissional em Programas de Pós-Graduação do Sul do Brasil",Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,o estudo não analisa uma relação de causa e efeito entre reconhecimento e formulações de base universalizada ou particularista,TRUE,diagnostic_not_design
S0011-52582023000200201,As Flutuações de Longo Prazo da Polarização no Brasil – Análise do Compartilhamento de Informações Políticas Entre 2011 e 2019,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582023000200205,Redes Sociais e Aplicativos de Troca de Mensagens Instantâneas na Eleição de Jair Bolsonaro como Presidente do Brasil em 2018,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Using social networks and mobile instant messaging services as sources of political information had a positive impact on the vote for Bolsonaro,TRUE,diagnostic_not_design
S0011-52582023000200207,Uma Nova Classificação Ideológica dos Partidos Políticos Brasileiros,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582023000300203,A Cooperação Brasileira para o Desenvolvimento Internacional como Instrumento de Política Externa: a Economia Política da Cooperação Técnica Brasileira entre 2003 e 2016,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Hence, the task of establishing a direction for the proposed causal relationship between these variables becomes troublesome.",TRUE,diagnostic_not_design
S0011-52582023000400202,Arranjo Federativo e Desigualdades em Saúde no Brasil e na Argentina,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,none_detected,"O pequeno número de casos e indisponibilidade de dados para uma série histórica ampla, no caso da Argentina, dificultaram a realização de análises estatísticas mais sofisticadas e robustas, restringindo o trabalho a análises descritivas.",TRUE,diagnostic_not_design
S0011-52582023000400204,Um Método Empírico para Ajustar os Dados de Uso do Tempo no Brasil,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582023000400205,"Elites, Estado e Industrialização: uma Análise Fuzzyset",Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,none_detected,a QCA [...] permite [...] sumarizar as relações causais entre as condições descritas acima e nossa variável de resultado (industrialização); e ii) testar a robustez dessas relações para os casos em questão,TRUE,diagnostic_not_design
S0011-52582023000400206,A Coalescência Revisitada: O Cálculo Presidencial no Bicameralismo,Dados,Ciência Política e Ciências Sociais,2023,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,As regressões exibidas no corpo principal do artigo foram estimadas através dos efeitos fixos. Essa especificação controla a correlação existente entre os gabinetes de cada país.,TRUE,diagnostic_not_design
S0011-52582024000100201,Política Distributiva em Coalizão,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,TRUE,difference_in_differences,exploro mudanças anuais na filiação de ministros [...] para estimar o efeito do alinhamento com um desenho de diferença-em-diferenças,FALSE,strict_design_method
S0011-52582024000100204,Religião e Uso de Tabaco no Rio de Janeiro: Resultados Transversais e Longitudinais do Estudo Pró-Saúde,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Essa seletividade pode levar uma interpretação superestimada do efeito da religião no comportamento dos indivíduos. Os dados utilizados neste trabalho não permitem analisar essa hipótese.,TRUE,diagnostic_not_design
S0011-52582024000100205,"Estratificação Horizontal do Ensino Superior Brasileiro e as Profissões Imperiais: Os Concluintes de Medicina, Engenharia e Direito entre 2009 e 2017",Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,“A interação entre as variáveis e o ciclo é inserida para testar a hipótese de que a probabilidade de cada uma delas é condicionada pelo ciclo de análise.”,TRUE,diagnostic_not_design
S0011-52582024000100207,Da Diferença à Equivalência: Hipóteses Laclaunianas sobre a Trajetória Legislativa de Jair Bolsonaro,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582024000200203,Preferências e Politização do Judiciário no Brasil Contemporâneo: Uma Análise de Casos de Combate à Corrupção,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,popularidade é a variável dependente obtida através da quantidade de menções observadas no Google Trends tendo como base o interesse no magistrado; interessenaoperação é a variável de interesse obtida através da quantidade de menções observadas no Google Trends tendo como base o interesse na operação; citaçõesindependentes é a variável de controle,TRUE,diagnostic_not_design
S0011-52582024000200204,"A História do Seguro-Desemprego no Brasil: Regras, Dinâmicas do Mercado de Trabalho e Proteção Social",Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582024000200206,As Disputas entre Ortodoxos e Heterodoxos: O que é (e o que não é) Economia,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A variável PhD/ano visa aferir se a época de obtenção do título de doutor [...] impacta as relações que os orientadores estabelecem com os demais agentes do campo.,TRUE,diagnostic_not_design
S0011-52582024000300203,O que é Liberalismo? Um Estudo de Método Misto sobre Ideologia e Representação nos Sistemas de Partidos Latino-Americanos.,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582024000300206,Gigante com Pés de Barro: O Trabalho Rural como Elo Frágil do Agronegócio em Tempos de Reformas Trabalhistas,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,"Para os casos analisados, não se percebe mudança significativa nos níveis salariais no período anterior e posterior a Reforma Trabalhista de 2017.",TRUE,diagnostic_not_design
S0011-52582024000300207,Posicionamento Subjetivo e Condição Socioeconômica na América Latina (2006-2020): Uma Abordagem a partir da Análise Multinível,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Todas las regresiones multinivel han sido estimadas a través del método de máxima verosimilitud restringida,TRUE,diagnostic_not_design
S0011-52582024000300208,O que Pensa o Brasileiro sobre a Federação? Centralização e Crise de Confiança pós-2013,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Exploramos essa questão por meio de uma análise multivariada com um modelo de regressão multinomial,TRUE,diagnostic_not_design
S0011-52582024000300209,Sentidos do Partidarismo: Construindo uma Tipologia Multidimensional de Eleitores,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Ao que tudo indica, os eleitores brasileiros parecem mais dispostos a nutrir sentimentos negativos do que positivos em relação aos partidos existentes.",TRUE,diagnostic_not_design
S0011-52582024000400200,"Controlando o Protesto: Repertório, Estratégias e Aprendizagem no Policiamento do Ciclo de Protestos de 2013-2014",Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,"Ao mapear um processo (process-tracing), a análise de mecanismos causais significa [...] identificar e analisar os agentes (entidades) e, especialmente, suas ações (atividades)",TRUE,diagnostic_not_design
S0011-52582024000400202,"Democracia, Populismo e Discurso do Voto Impresso: Análise de Conteúdo no Facebook por Mineração de Texto e Redes Semânticas",Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582024000400204,Conselhos Locais de Política Urbana: Avaliação da Capacidade Decisória em Metrópoles Nacionais,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,O objetivo foi testar hipóteses plausíveis teoricamente e não a seleção de variáveis com fins de previsão de comportamentos futuros.,TRUE,diagnostic_not_design
S0011-52582024000400208,Reeleição de Prefeitos e o Enfrentamento à Pandemia de Covid-19 em 2020,Dados,Ciência Política e Ciências Sociais,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Neste artigo a pandemia é tratada como um choque exógeno que atingiu a economia dos municípios,TRUE,diagnostic_not_design
S0011-52582025000100200,A Dimensão Partidária-Eleitoral do Programa Minha Casa Minha Vida,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Aplicamos modelos em dados administrativos para todos os municípios brasileiros – o que não garante inferência causal, mesmo com controles estatísticos, mas permite outros testes de hipótese –",TRUE,diagnostic_not_design
S0011-52582025000100206,"Desigualdades Educacionais no Brasil Contemporâneo: Definição, Medida e Resultados",Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582025000100212,Localismo nas Eleições Proporcionais do Brasil: Efeito Contextual de “Amigos e Vizinhos”,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A análise inclui também variáveis binárias como o objetivo de “fixar” os seus efeitos em cada corte transversal e testar as hipóteses da pesquisa,TRUE,diagnostic_not_design
S0011-52582025000100213,Índice de Sustentabilidade Financeira Municipal (ISFM): Alternativa à Frágil Caracterização Proposta na PEC do Pacto Federativo Brasileiro*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,foram observados os resultados da regressão linear simples (tipo de modelo de regressão: linear) e a correlação entre as variáveis,TRUE,diagnostic_not_design
S0011-52582025000200200,"Regionalismo, Política Externa e Relações Executivo/Legislativo: O Mercosul e a União Europeia em Perspectiva Comparada",Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,"The search for causal chains is done with the artifice of considering causal dependencies not just between an outcome Y and Xn conditions, but also among all the factors included in the model.",TRUE,diagnostic_not_design
S0011-52582025000200201,Federalismo e Coalizão: A Representatividade dos Estados nos Gabinetes Ministeriais Brasileiros,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582025000200206,"Habilidades, Emprego e Salários de Graduados da Educação Superior no Brasil",Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Os modelos empregados seguem a forma geral abaixo: Em que: indica o log das chances de estar empregado formalmente, em relação a não estar, dado o desempenho nos componentes de formação geral e específica do Enade, e uma série de outros controles",TRUE,diagnostic_not_design
S0011-52582025000200207,Reformas do Financiamento de Campanhas como Políticas Públicas: Uma Análise de Policy Cycle,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Tendo em vista essa limitação, utilizo modelos de regressão para estimar o efeito da lei sem pretensões causais.",TRUE,diagnostic_not_design
S0011-52582025000200208,"Como o Banco Mundial se Engajou na Neoliberalização do Capitalismo Global? Aspectos Financeiros, Políticos, Sociais e Intelectuais",Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582025000200210,"Gênero, Dinâmicas de Poder Intrapartidárias e Manterrupting no Legislativo",Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"“utilizamos os mesmos modelos de regressão logística estimados anteriormente, incluindo uma interação entre as variáveis mulher e líder partidário”",TRUE,diagnostic_not_design
S0011-52582025000300200,Federalismo e Desigualdades Horizontais em Educação: Conectando os Anseios Equalizadores por meio de uma Tipologia de Municípios*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Estes modelos corroboram, ao menos para o modelo dos Anos Iniciais, com a constatação de que o perfil da estrutura da oferta do serviço educacional no nível fundamental das municipalidades é um dos determinantes do nível de eficiência dos gastos educacionais municipais do Ensino Fundamental.",TRUE,diagnostic_not_design
S0011-52582025000300202,Os Efeitos da Reforma Eleitoral de 2015 no Sistema Partidário Chileno,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"la variable independiente es el periodo de la reforma, siendo esta un 1 para 2017 en adelante y un cero para los años anteriores",TRUE,diagnostic_not_design
S0011-52582025000300205,Origem Social e Acesso ao Ensino Superior no Brasil entre 1992 e 2022*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Os modelos utilizados foram do tipo logit [...] visando estimar a probabilidade de os indivíduos atingirem as condições apontadas em nossas variáveis dependentes.,TRUE,diagnostic_not_design
S0011-52582025000300206,Seria a Tolerância a Marca Distintiva do Cidadão Democrático? Tolerância Política no Brasil Pós-Eleições 2022*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Ser um intolerante seletivo [...] resulta em um aumento de aproximadamente 4 pontos no indicador de adesão aos princípios democráticos,TRUE,diagnostic_not_design
S0011-52582025000300208,Quem Tem Medo da Organização? Dimensão Organizacional no Ativismo e nos Processos Decisórios dos Coletivos Culturais do Espírito Santo*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582025000300209,O Impacto da Guerra às Drogas na Educação das Crianças das Periferias do Rio de Janeiro,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,TRUE,matching_or_weighting,"O segundo modelo faz um pareamento utilizando uma pontuação de propensão (propensity score matching) de modo a identificar dois grupos de escolas semelhantes em várias características, exceto na exposição à violência.",TRUE,strict_design_method
S0011-52582025000300210,Existem Clivagens Políticas no Brasil?,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"factor scores individuais e utilizamos como variável dependente dos modelos de regressão, que tem como objetivo verificar se a dimensão liberal-fundamentalista está associada às características sociodemográficas",TRUE,diagnostic_not_design
S0011-52582025000300211,Por Dentro da Névoa: Avaliando a Expertise em Política Externa no Senado Federal Brasileiro,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582025000400218,Da ‘Contrarrevolução Intelectual’ à Materialização Política: A Sociedade Mont Pèlerin e Sua Atuação no Chile Pinochetista*,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582025000400226,Mobilidade Erasmus+ com Enquadramento de Género - uma Análise na Educação e Formação Profissional em Portugal,Dados,Ciência Política e Ciências Sociais,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"This analysis should, however, be cautious since its figures result from the combination of VET area data with E+ mobility data, while the extracted data for both realities do not come from the same sources nor necessarily represent the exact same population.",TRUE,diagnostic_not_design
S0101-33002005000200002,O desafio chinês e a indústria na América Latina,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002005000200004,A última instância: as instituições são a causa primordial do desenvolvimento econômico?,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002005000200006,"Exclusão digital: problemas conceituais, evidências empíricas e políticas públicas",Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002005000300003,Percepções pantanosas: a dificuldade de medir a corrupção,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0101-33002005000300004,Suave fracasso: a política macroeconômica brasileira entre 1999 e 2005,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002005000300007,Assimetria e descompasso: as condições sociais na metrópole de São Paulo na década de 1990,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
