pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,makes_implicit_causal_claim,supported_by_text,none,fail,The classification does not claim implicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,sample_size,supported_by_text,none,fail,The classification makes no sample-size claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,sample_size_quote,supported_by_text,none,fail,The classification makes no sample-size quotation claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,statement_of_identification_assumptions,supported_by_text,none,fail,The classification makes no determinate identification-assumption claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,uses_original_dataset,supported_by_text,none,fail,The body points to secondary/public data sources rather than original collection.,not_original,"on Family Budgets (Pesquisa de Orçamentos Familiares – POF, conducted by the Instituto Brasileiro de Geografia e Estatística – IB GE) from 2008-2009, a database not yet explored (probably because of its complexity) in the debate on the new middle class, but",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,claims_any_statistically_significant_results,supported_by_text,none,fail,The classification does not claim statistically significant results.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,dependent_variables,not_found_in_text,medium,fail,The specific classified variables or relationships were not found in the canonical body text.,"[{""variable_name"":""new_middle_class_classification"",""variable_description"":""Classificação e vulnerabilidade da nova classe média""}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,independent_variables,not_found_in_text,medium,fail,The specific classified variables or relationships were not found in the canonical body text.,"[{""variable_name"":""income_and_consumption_markers"",""variable_description"":""Renda, consumo, moradia, educação, lazer e bens/serviços na POF""}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,makes_explicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,makes_implicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification makes no determinate identification-assumption claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,uses_original_dataset,supported_by_text,none,fail,The body points to secondary/public data sources rather than original collection.,not_original,"on Family Budgets (Pesquisa de Orçamentos Familiares – POF, conducted by the Instituto Brasileiro de Geografia e Estatística – IB GE) from 2008-2009, a database not yet explored (probably because of its complexity) in the debate on the new middle class, but",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,claims_any_statistically_significant_results,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""Municipal Ideological Score"",""variable_description"":""Outcome variable identified from the article body.""}]","the potential sources of recent transformations. We document the electorally expressed ideology of Brazilian voters via ecological analysis at the municipal level. We leverage the variance provided by Brazil’s 5,570 municipalities over the course of 13 electoral cycles between 1994 and 2018.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,effort_to_explore_mechanisms,supported_by_text,none,fail,No direct mechanism/channel language was found for the negative classification.,No Mention of Mechanisms/Channels,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""presidential ideology and approval"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""development, political pluralism and regional covariates"",""variable_description"":""Explanatory variable identified from the article body.""}]","), with the most remarkable such change being the breakthrough victory of the leftist Worker’s Party (PT) in the 2002 presidential elections. Brazil also underwent a constant increase in party fragmentation combined with the formation of ideologically non-contiguous coalitions, forcing dominant political",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,main_causal_research_design,not_found_in_text,medium,fail,The broad design label is not supported by recognizable method/model language in the body.,Kitchen Sink Linear Model,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,makes_implicit_causal_claim,not_found_in_text,low,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,sample_size,supported_by_text,none,fail,The classified sample size appears near sample/count language in the canonical body text.,74040,"in Brasília and the remaining 338,096 entering municipal legislatures (Câmaras de Vereadores). Our units of analysis are mu nicipality-years, of which we have 74,040 observations over the course of 13 electoral cycles. Our analysis also includes the votes received by the 85%",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,specifies_estimate_equations,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,uses_original_dataset,not_found_in_text,medium,fail,"The original-dataset category is specific, but supporting data-construction evidence was not found.",procure_original_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,claims_any_statistically_significant_results,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""Municipal Ideological Score"",""variable_description"":""Vote-revealed ideological position of Brazilian municipalities from 1994 to 2018.""}]","the potential sources of recent transformations. We document the electorally expressed ideology of Brazilian voters via ecological analysis at the municipal level. We leverage the variance provided by Brazil’s 5,570 municipalities over the course of 13 electoral cycles between 1994 and 2018.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,effort_to_explore_mechanisms,supported_by_text,none,fail,No direct mechanism/channel language was found for the negative classification.,No Mention of Mechanisms/Channels,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""Municipal socioeconomic and political covariates"",""variable_description"":""Modernization, governismo, pluralism and social-inclusion indicators.""}]","the potential sources of recent transformations. We document the electorally expressed ideology of Brazilian voters via ecological analysis at the municipal level. We leverage the variance provided by Brazil’s 5,570 municipalities over the course of 13 electoral cycles between 1994 and 2018.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,main_causal_research_design,not_found_in_text,medium,fail,The broad design label is not supported by recognizable method/model language in the body.,Kitchen Sink Linear Model,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,makes_implicit_causal_claim,not_found_in_text,low,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,sample_size,supported_by_text,none,fail,The classification makes no sample-size claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,sample_size_quote,supported_by_text,none,fail,The classification makes no sample-size quotation claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,specifies_estimate_equations,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_b,uses_original_dataset,not_found_in_text,medium,fail,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,claims_any_statistically_significant_results,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""municipal_ideological_score"",""variable_description"":""Municipal Ideological Score (MIS)""}]","the potential sources of recent transformations. We document the electorally expressed ideology of Brazilian voters via ecological analysis at the municipal level. We leverage the variance provided by Brazil’s 5,570 municipalities over the course of 13 electoral cycles between 1994 and 2018.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""municipal_social_inclusion_governismo_nationalization"",""variable_description"":""Medidas municipais de inclusão social, governismo e nacionalização do debate""},{""variable_name"":""party_ideology_scores"",""variable_description"":""Posições ideológicas partidárias derivadas do Brazilian Legislative Survey""}]","if left parties perform best in fragmented and polarized political systems ( GROSS and SIGELMAN, 1984 ). Finally, the ‘s ocial inclusion’ model sees redistributive policies originating in the Lula years as a source of electoral support for the left ( BORGES,",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,main_causal_research_design,not_found_in_text,medium,fail,The broad design label is not supported by recognizable method/model language in the body.,Kitchen Sink Linear Model,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,makes_implicit_causal_claim,not_found_in_text,low,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,uses_original_dataset,not_found_in_text,medium,fail,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,agent_a,makes_implicit_causal_claim,not_found_in_text,low,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212020000100204.json
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212020000100204.json
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_a,effort_to_explore_mechanisms,not_found_in_text,medium,pass_with_warnings,"The classification claims mechanism/channel discussion, but supporting text was not found.",Mechanisms/Channels Mentioned But Not Explored,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212024000200201.json
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_a,makes_implicit_causal_claim,not_found_in_text,low,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212024000200201.json
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S1981-38212024000200201.json
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_b,effort_to_explore_mechanisms,not_found_in_text,medium,pass_with_warnings,"The classification claims mechanism/channel discussion, but supporting text was not found.",Mechanisms/Channels Mentioned With Substantial Exploration,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212024000200201.json
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_b,makes_explicit_causal_claim,not_found_in_text,medium,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S1981-38212024000200201.json
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S2236-57102023000100213.json
