pid,title,year,journal_title,agent_id,field,value,previous_value
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,sample_size,55970,<NULL>
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,sample_size,74040,<NULL>
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,sample_size,74040,<NULL>
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_b,sample_size,30,<NULL>
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_c,sample_size,84,<NULL>
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,sample_size,13,<NULL>
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,sample_size,449,<NULL>
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,agent_b,sample_size_quote,Foram aproveitados os resultados de 67 pesquisas.,<NULL>
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,agent_c,sample_size_quote,Foram aproveitados os resultados de 67 pesquisas.,<NULL>
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_a,sample_size_quote,<NULL>,103 national collegiate bodies
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_b,sample_size_quote,<NULL>,103 national collegiate bodies
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_c,sample_size_quote,"Foi criado um banco com informações padronizadas para 103 colegiados nacionais, registrando todas as alterações legais e infralegais ocorridas durante a gestão Bolsonaro, entre 2019 e 2022.",103 national collegiate bodies
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_a,sample_size_quote,Foram analisados os 77 municípios do estado de Mato Grosso do Sul.,<NULL>
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_b,sample_size_quote,Foram analisados os 77 municípios do estado de Mato Grosso do Sul.,<NULL>
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_c,sample_size_quote,Foram analisados os 77 municípios do estado de Mato Grosso do Sul.,<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_a,sample_size_quote,"Ao total, foram entrevistados 46 atores, sendo 16 no Paraná (Curitiba), 15 no Rio Grande do Sul (Porto Alegre) e 15 em Santa Catarina (Florianópolis), entre setembro e novembro de 2010.",<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_b,sample_size_quote,"Ao total, foram entrevistados 46 atores, sendo 16 no Paraná (Curitiba), 15 no Rio Grande do Sul (Porto Alegre) e 15 em Santa Catarina (Florianópolis), entre setembro e novembro de 2010.",<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_c,sample_size_quote,"Ao total, foram entrevistados 46 atores, sendo 16 no Paraná (Curitiba), 15 no Rio Grande do Sul (Porto Alegre) e 15 em Santa Catarina (Florianópolis), entre setembro e novembro de 2010.",<NULL>
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_a,sample_size_quote,"Foram aplicados 99 questionários4 constituídos por perguntas abertas e fechadas, aplicados aos responsáveis pelas microempresas do município de Chapecó.",<NULL>
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_c,sample_size_quote,"Foram aplicados 99 questionários4 constituídos por perguntas abertas e fechadas, aplicados aos responsáveis pelas microempresas do município de Chapecó.",<NULL>
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_b,sample_size_quote,"portanto, o tamanho da amostra deste estudo contou com 325 observações.",<NULL>
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_c,sample_size_quote,"retiradas do portal Geo-Obras, reunidas entre 3 de junho e 12 de agosto de 2015, totalizando 333 obras em 50 municípios, com contratos assinados e concluídos entre os anos de 2006 e 2015.",<NULL>
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_a,sample_size_quote,"Nesse levantamento exploratório foram mapeados os dados de contato e o papel desempenhado por 115 atores de suporte, cujas informações foram utilizadas em um primeiro momento para construir a plataforma.",<NULL>
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_c,sample_size_quote,"Dentre as iniciativas de inovação social, 196 foram mapeadas e 111 observadas (sendo 4 dessas acompanhadas sistematicamente por pesquisas de maior duração)5.",<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,sample_size_quote,Foram realizadas 15 reuniões entre 2019 e 2020.,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_b,sample_size_quote,Foram realizadas 15 reuniões entre 2019 e 2020.,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_c,sample_size_quote,Foram realizadas 15 reuniões entre 2019 e 2020.,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_a,sample_size_quote,"The sample included 2,562 men and women over 18 residing in households of different socioeconomic levels.",<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_b,sample_size_quote,"The sample included 2,562 men and women over 18 residing in households of different socioeconomic levels.",<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_c,sample_size_quote,"The sample included 2,562 men and women over 18 residing in households of different socioeconomic levels.",<NULL>
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,2024,Lua Nova: Revista de Cultura e Política,agent_c,sample_size_quote,Fiz observações etnográficas em 35 cultos e conduzi 18 entrevistas com fiéis evangélicos da igreja local e 3 entrevistas com os pastores.,<NULL>
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",2013,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,O terceiro tópico focaliza a nova forma de organização da advocacia e a estratificação da prática privada a partir de dados quantitativos coletados nos sites de duzentas sociedades de advogados em São Paulo.,<NULL>
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,O questionário com 85 perguntas foi respondido por 18.312 pessoas maiores de 16 anos distribuídas em 848 municípios brasileiros.,<NULL>
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,O questionário com 85 perguntas foi respondido por 18.312 pessoas maiores de 16 anos distribuídas em 848 municípios brasileiros.,<NULL>
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,"Os dados que aqui nos interessam fazem parte predominantemente do registro de consumo alimentar, coletados a partir de uma subamostra composta por 13.569 domicílios e 34.003 indivíduos.",<NULL>
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,"Os dados que aqui nos interessam fazem parte predominantemente do registro de consumo alimentar, coletados a partir de uma subamostra composta por 13.569 domicílios e 34.003 indivíduos.",<NULL>
S0102-69092020000100513,AUTORIDADE PRIVADA NA GOVERNANÇA DA INTERNET: Regimes de nomes e domínios na América Latina,2020,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,"Foram conduzidas 21 entrevistas semiestruturadas com 17 indivíduos que trabalham ou trabalharam com ccTLDs, provenientes de órgão estatais, universidades, do setor privado e de Organizações Não-Governamentais, em todos os países pesquisados.",<NULL>
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,2021,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,"Com base nas relações mantidas com guias e motoristas, realizei 28 entrevistas semiestruturadas e conversas informais com suas clientes, compradoras de roupa da região.",<NULL>
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,2021,Revista Brasileira de Ciências Sociais,agent_b,sample_size_quote,"Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas.",<NULL>
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,2021,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,"Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas.",<NULL>
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,"Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos.",<NULL>
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_b,sample_size_quote,a inferência se baseou em 2.084 casos.,<NULL>
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,"Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos.",<NULL>
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,"A seguir, apresento os dados coletados nesta pesquisa de acordo com algumas variáveis que serão apresentadas em relação às 84 leis aprovadas e transformadas em leis ordinárias.",<NULL>
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,O total de 54 atividades ao longo de 18 meses suscita algumas reflexões interessantes.,<NULL>
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",2019,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,"De acordo com os dados do Sincre OBmigra entre os anos de 2010 e 2014, o Brasil regularizou 211.688 imigrantes oriundos de países latino-americanos e caribenhos, com destaque para os bolivianos que no ano de 2011 representaram cerca de 41% do total de imigrantes latino-americanos e caribenhos para o Brasil.",<NULL>
S0103-33522020000200135,O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional,2020,Revista Brasileira de Ciência Política,agent_b,sample_size_quote,"Em total se realizaram 18 entrevistas semiestruturadas, com mulheres com idades entre 17 e 52 anos no momento da pesquisa, selecionadas no modelo bola de neve.",<NULL>
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,"Totalizaram-se 99 oradores, ou seja, 99 unidades de análise de conteúdo.",<NULL>
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,agent_a,sample_size_quote,"Para completar a análise dos acórdãos, também foram realizadas 15 entrevistas qualitativas com parlamentares do Congresso Nacional, auditores do TCU, funcionários das agências reguladoras, diretores das empresas reguladas e funcionários dos ministérios, por meio de um roteiro de entrevista semiestruturado.",<NULL>
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,agent_b,sample_size_quote,realizamos veinte entrevistas en profundidad semiestructuradas a dirigentes de Jóvenes PRO de la CABA.,<NULL>
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,agent_c,sample_size_quote,"Fizemos uma leitura preliminar dos programas de governo, identificando 2.315 quasi sentence consideradas como promessas de campanha.",<NULL>
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_b,sample_size_quote,"totalizing 77,370 cases useful for the analyses, distributed across 57 national units",<NULL>
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_c,sample_size_quote,"The latest wave of the World Values Survey, conducted from 2017 to 2020, provided information at the micro level, totalizing 77,370 cases useful for the analyses, distributed across 57 national units (see the complete list in the Appendix, Box A)2.",<NULL>
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_a,sample_size_quote,"A pesquisa foi realizada em Curitiba, onde foram entrevistados 35 dos 38 vereadores da gestão 2009-2012",<NULL>
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_b,sample_size_quote,foram entrevistados 35 dos 38 vereadores da gestão 2009-2012,<NULL>
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_c,sample_size_quote,"A pesquisa foi realizada em Curitiba, onde foram entrevistados 35 dos 38 vereadores da gestão 2009-201211 .",<NULL>
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,agent_a,sample_size_quote,"No total, o corpus compilou 1.831 textos de diferentes tipos, sendo 1.241 matérias jornalísticas, 182 artigos, 76 boxes ou notas e 332 cartas de leitores.",<NULL>
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,agent_c,sample_size_quote,"No total, o corpus compilou 1.831 textos de diferentes tipos, sendo publicados 944 em O Globo e 887 na Folha de S. Paulo.",<NULL>
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_a,sample_size_quote,"Ao todo, foram ouvidas 3.796 pessoas, em todas as unidades da federação, entre os dias 8 e 29 de agosto de 20112.",<NULL>
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_b,sample_size_quote,"Ao todo, foram ouvidas 3.796 pessoas, em todas as unidades da federação, entre os dias 8 e 29 de agosto de 2011",<NULL>
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_c,sample_size_quote,"Ao todo, foram ouvidas 3.796 pessoas, em todas as unidades da federação, entre os dias 8 e 29 de agosto de 20112.",<NULL>
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_c,sample_size_quote,"Com essas 17 assertivas em mãos7 , o Datafolha aplicou 2.087 entrevistas, em uma amostra estatisticamente representativa da população brasileira com 16 anos ou mais e em 130 municípios de pequeno, médio e grande porte, entre os dias 7 e 11 de março de 2017.",<NULL>
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,agent_c,sample_size_quote,"Assim, foram realizadas seis entrevistas presenciais11 tendo por base um amplo guião12 , que percorre as duas dimensões em análise, mas também outras vertentes que não foram consideradas neste artigo13 .",<NULL>
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_a,sample_size_quote,As análises foram produzidas a partir de i) entrevistas semiestruturadas com 18 titulares dos órgãos e um assessor de ouvidoria (total de 19 entrevistas); ii) relatórios publicados pelos institutos; iii) normas que os regem; iv) informações obtidas via Lei de Acesso à Informação (LAI).,<NULL>
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_b,sample_size_quote,entrevistas semiestruturadas com 18 titulares dos órgãos e um assessor de ouvidoria (total de 19 entrevistas),<NULL>
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_c,sample_size_quote,As análises foram produzidas a partir de i) entrevistas semiestruturadas com 18 titulares dos órgãos e um assessor de ouvidoria (total de 19 entrevistas); ii) relatórios publicados pelos institutos; iii) normas que os regem; iv) informações obtidas via Lei de Acesso à Informação (LAI).,<NULL>
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,agent_a,sample_size_quote,"The empirical base that grounds the analysis is the ESEB (Brazilian Electoral Study), a survey conducted on a sample – probabilistic without substitution, with 3 selection stages (municipality, census sector and domicile), with a sampling error of 2% – of 2,513 voters throughout the country between October 31 and December 28, 2002.",<NULL>
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,agent_b,sample_size_quote,"a survey conducted on a sample – probabilistic without substitution, with 3 selection stages (municipality, census sector and domicile), with a sampling error of 2% – of 2,513 voters throughout the country between October 31 and December 28, 2002.",<NULL>
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,agent_c,sample_size_quote,"The empirical base that grounds the analysis is the ESEB (Brazilian Electoral Study), a survey conducted on a sample – probabilistic without substitution, with 3 selection stages (municipality, census sector and domicile), with a sampling error of 2% – of 2,513 voters throughout the country between October 31 and December 28, 2002.",<NULL>
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_a,sample_size_quote,"Based on a sample of 505 people holding DAS 5 and 6 posts and Special Nature (NES) posts in 2006 and 2007, amounting to some 42% of such posts held during President Lula da Silva’s two terms, we have gathered information on their education, professional training, socio-political links and public service experience, among others.",<NULL>
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_b,sample_size_quote,Based on a sample of 505 people holding DAS 5 and 6 posts and Special Nature (NES) posts in 2006 and 2007,<NULL>
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_c,sample_size_quote,"Based on a sample of 505 people holding DAS 5 and 6 posts and Special Nature (NES) posts in 2006 and 2007, amounting to some 42% of such posts held during Pr3 esident Lula da Silva’s two terms, we have gathered information on their education, professional training, socio-political links and public service experience, among others.",<NULL>
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_a,sample_size_quote,"First of all, they are derived from fifteen interviews with members of Non-Governmental Organizations (NGOs), members of the local administration of justice and members of private security companies conducted in Mexico City between 2006 and 2009.",<NULL>
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_b,sample_size_quote,"they are derived from fifteen interviews with members of Non-Governmental Organizations (NGOs), members of the local administration of justice and members of private security companies conducted in Mexico City between 2006 and 2009",<NULL>
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_c,sample_size_quote,"The findings of this article are based on the following sources: First of all, they are derived from fifteen interviews with members of Non-Governmental Organizations (NGOs), members of the local administration of justice and members of private security companies conducted in Mexico City between 2006 and 2009.",<NULL>
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",2013,Brazilian Political Science Review,agent_a,sample_size_quote,"A public opinion survey was carried out in the metropolitan regions of Belo Horizonte, Goiânia, Porto Alegre and Recife from a sample made up of 300 household interviews for each of the metropolitan regions, for a total of 1201 interviews.",<NULL>
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",2013,Brazilian Political Science Review,agent_c,sample_size_quote,for a total of 1201 interviews.,<NULL>
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,sample_size_quote,"The POF is a national household survey that is conducted during a whole year every five years by the Brazilian Institute of Geography and Statistics, the IBGE.",<NULL>
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_a,sample_size_quote,"Our units of analysis are municipality-years, of which we have 74,040 observations over the period 1994-2018.",<NULL>
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,sample_size_quote,"Our units of analysis are municipality-years, of which we have 74,040 observations over the course of 13 electoral cycles.",<NULL>
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_b,sample_size_quote,Essa etapa tinha como objetivo selecionar os artigos (30) que refletiam aspectos teóricos do campo da GS.,<NULL>
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_c,sample_size_quote,A busca após a realização dos filtros retornou 84 artigos.,<NULL>
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,sample_size_quote,"A primeira etapa da pesquisa consistiu na coleta de dados secundários, obtidos a partir de fontes documentais disponíveis em sítios governamentais e organizações responsáveis pelos observatórios nas 13 cidades analisadas.",<NULL>
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,sample_size_quote,"No total, no banco de dados da Pesquisa LA Protesta_Pandemia encontram-se 449 eventos de protesto entre maio de 2020 e maio de 2021, perfazendo uma média de 34,5 por mês.",<NULL>
S0011-52582008000400005,O conceito de federalismo e a idéia de interesse no Brasil do século XIX,2008,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582008000400005,O conceito de federalismo e a idéia de interesse no Brasil do século XIX,2008,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582010000200002,O contextualismo linguístico na história do pensamento político: Quentin Skinner e o debate metodológico contemporâneo,2010,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582010000200002,O contextualismo linguístico na história do pensamento político: Quentin Skinner e o debate metodológico contemporâneo,2010,Dados,agent_b,seeks_determinants,<NULL>,FALSE
S0011-52582010000200002,O contextualismo linguístico na história do pensamento político: Quentin Skinner e o debate metodológico contemporâneo,2010,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582010000300002,Construção democrática e modelos de Constituição,2010,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582010000300002,Construção democrática e modelos de Constituição,2010,Dados,agent_b,seeks_determinants,<NULL>,FALSE
S0011-52582010000300002,Construção democrática e modelos de Constituição,2010,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582011000100004,Welfare state e desenvolvimento,2011,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582011000100004,Welfare state e desenvolvimento,2011,Dados,agent_b,seeks_determinants,<NULL>,FALSE
S0011-52582011000100004,Welfare state e desenvolvimento,2011,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582017000200395,A Imprensa Brasileira e suas &#8220;Cruzadas Morais&#8221;: Análise dos Casos do Segundo Governo de Getúlio Vargas e do Primeiro Governo de Lula da Silva,2017,Dados,agent_a,seeks_determinants,FALSE,<NULL>
S0011-52582017000200395,A Imprensa Brasileira e suas &#8220;Cruzadas Morais&#8221;: Análise dos Casos do Segundo Governo de Getúlio Vargas e do Primeiro Governo de Lula da Silva,2017,Dados,agent_b,seeks_determinants,FALSE,<NULL>
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_b,seeks_determinants,FALSE,TRUE
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_b,seeks_determinants,<NULL>,FALSE
