pid,title,year,journal_title,source_file,input_text_hash,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",2015,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,7d2406f6321aa341dfbde9538dc062f6d1a12c0dbf8e0c031274979068ce95e9,No Error,Brazilian Politics,TRUE,Explain,single_country,single_region,Brazil,no_survey_data,procure_original_data,TRUE,,,<NULL>,FALSE,,,,TRUE,,FALSE,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,5d9a85cfdce7d51c35f66e8877190bb4f6bcbcf013e00833bd64e4c0576866bf,No Error,International Relations,FALSE,Describe,multiple_countries,<NULL>,,no_survey_data,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0104-44782018000200031,"Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo",2018,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,254af59f75c3526c48aa1ec39f50cdbc393a2540d6282abab7e38293fc342b58,No Error,Methodology and Formal Theory,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,explicit,
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,1d56ff027fa9b4e3d8058436e60feeafe79bd52309b1f659c4eae279b23a5962,No Error,Comparative Politics,FALSE,Describe,single_country,<NULL>,Argentina,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,3b37591bad76e1607336b6d002f243cafc35c8f4bcd400aff728296c74db0785,No Error,Comparative Politics,,Explain,multiple_countries,<NULL>,<NULL>,no_survey_data,structure_systematize,TRUE,Other,qualitative comparative analysis (QCA),<NULL>,FALSE,,,<NULL>,TRUE,,FALSE,<NULL>,<NULL>,<NULL>,FALSE,TRUE,FALSE,<NULL>,FALSE,<NULL>,FALSE,,FALSE,mixed,explicit,
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,6bfdd4b87eb0a6de5404dbb90d3e2ff74f825b35694d9859185a9088b6df5819,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S0104-44782023000100400,Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo,2023,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,288bc637b7dd00149d4c462d86b08e7039392799169c56499e8551c79f15bf47,No Error,Methodology and Formal Theory,FALSE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,explicit,
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,a6552c81a72f72f80996bc2a81e7860bee7c47135e21050b7fb7130527e58cbd,No Error,Comparative Politics,TRUE,Explain,multiple_countries,<NULL>,<NULL>,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,,,FALSE,77370,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0104-62762005000200006,"Como os empresários pensam a política e a democracia: Brasil, anos 1990",2005,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,cceac17c5dee2d5173edd52f4c3503ea10934b1c1675bf593399e58067f854f8,No Error,Brazilian Politics,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0104-62762006000100007,Debates políticos na internet: a perspectiva da conversação civil,2006,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,2bb606e385b39ea519646245a5bdf5b3fa10867635416adbd367692d977693d5,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,18189fc45383b7f3e80b166c92395c18b267eb08dfeab92a2eb32326965d9e2d,No Error,Brazilian Politics,TRUE,Explain,single_country,multiple_region,Brazil,runs_original_survey,original_survey,TRUE,,<NULL>,<NULL>,FALSE,,,,,,FALSE,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,05edc45ef327cfb505b46d39d2f6633591859fdfe2a2a213006b299f9d092ac4,No Error,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,,<NULL>,<NULL>,<NULL>,,,<NULL>,,,,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,,,FALSE,quantitative,explicit,
S0104-62762011000200010,,2011,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,701b1760fde8c6d8f8a927d2c39eba352f8a0462872e02cec3cfcb5bcf3e16d8,No Error,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,e81072d4187a9496eee311d76b17e21700508407d7279f06aeb03c6adebdfb89,No Error,Brazilian Politics,TRUE,Describe,single_country,single_region,Brazil,runs_original_survey,original_survey,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,35,,TRUE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,,explicit,
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,44fe73642c0a75d57e91cf8a1249663635d62e6f70cac0ea37639c53581d30da,No Error,Methodology and Formal Theory,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,1831,,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,2014,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,b77d579656b4d0685346ceeaee95dfd747446fbd3066d70a17b64a38f39a95c7,No Error,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,,
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,f936016854727526d1dac146fb72c66642722e82327df6d896aa81408526d328,No Error,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,FALSE,TRUE,FALSE,3796,"Ao todo, foram ouvidas 3.796 pessoas, em todas as unidades da federação, entre os dias 8 e 29 de agosto de 20112.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,27d7b9456470a508190a140e5a73253897777bf7ce274c74e74174238ccac6bc,No Error,Public Policy/Administration,,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,bf4101f5f850fa23ed8197e2651b11fb5df6d4a8157cee7b089ff7b035cc5ac5,No Error,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,,,FALSE,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,2018,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,1b1eab9a70f2fdb3ecebc1e38427dee0c8464eb630039ab0e9a9ad83dafaae62,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,,
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,16e3c574de22acc7177f10fd39aa58d5ec53a0602a227ae7d543455137886fe1,No Error,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,runs_original_survey,original_survey,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,ee000564b2784b5cdf158ac69e666b8f6c37652e6ace6e1a75b27201514137bf,No Error,Comparative Politics,,Describe,single_country,<NULL>,Portugal,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,mixed,explicit,
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,45c0f878038195c35939142174b07c01bcf6021cebf7481f228efcb63b176c2f,No Error,Public Policy/Administration,FALSE,Describe,single_country,multiple_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,19,As análises foram produzidas a partir de i) entrevistas semiestruturadas com 18 titulares dos órgãos e um assessor de ouvidoria (total de 19 entrevistas); ii) relatórios publicados pelos institutos; iii) normas que os regem; iv) informações obtidas via Lei de Acesso à Informação (LAI).,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,explicit,
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",2025,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,68e0fb77b5496b51ad1ec9b203650f62e3858e5c99830bcada20c10bf866eb10,No Error,Comparative Politics,TRUE,Explain,single_country,<NULL>,Chile,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,,,FALSE,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S1806-64452005000100002,Os direitos humanos na implementação dos Objetivos de Desenvolvimento do Milênio,2005,Sur. Revista Internacional de Direitos Humanos,data/processed/fulltext_gold/article_texts_gold.csv,a5b934dda90c578f365199471d9893a70a2806a2627c034a057e1b8672f7f9b1,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1806-64452005000100003,Direito à educação e educação para os direitos humanos,2005,Sur. Revista Internacional de Direitos Humanos,data/processed/fulltext_gold/article_texts_gold.csv,9dcc01064a1354bf014d666bec59db2f80bb8e080a8b3e0a9eefc3646e0cdfee,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1806-64452005000100006,"Direitos humanos, meio ambiente e conflitos: enfrentando os crimes ambientais",2005,Sur. Revista Internacional de Direitos Humanos,data/processed/fulltext_gold/article_texts_gold.csv,70fad4a8c4f148a5b8037886dee10e78adb623373e7f99be4f78ce5225659e49,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1806-64452006000100005,Os pontos positivos de diferentes tradições: o que se pode ganhar e o que se pode perder combinando direitos e desenvolvimento?,2006,Sur. Revista Internacional de Direitos Humanos,data/processed/fulltext_gold/article_texts_gold.csv,9a1060f4f40de21d723e06c047293e9bbe0fbe451a76191c9f41b8dad80a431b,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,44d8aabc6bc03c7a9eb773cd9307bd2b97c911c980616d260c0c88f4aff96d83,No Error,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,,,FALSE,2513,"The empirical base that grounds the analysis is the ESEB (Brazilian Electoral Study), a survey conducted on a sample – probabilistic without substitution, with 3 selection stages (municipality, census sector and domicile), with a sampling error of 2% – of 2,513 voters throughout the country between October 31 and December 28, 2002.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,42f57f1c188bf7aef6a83aa1a508f448eda2346fa0d5a42e3c0809fc6e910ded,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,,
S1981-38212008000100127,The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor,2008,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,9d20ba2be8c79987c9b4e7ce7dcbc3812b548eccf7c96eaadc8c685c4b1a269d,No Error,International Relations,FALSE,,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,2af5b22246f7dcba6666dac5cc8c560b6a86bf388b833804c4a19d82e8fe7dd3,No Error,Public Policy/Administration,TRUE,Describe,single_country,<NULL>,Brazil,runs_original_survey,original_survey,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,505,,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,e05ba771dfceed9c625f803311d6269644e9468794a671fb7d24cdc8d333cd4f,No Error,Comparative Politics,FALSE,Describe,single_country,single_region,Mexico,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,15,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,explicit,
S1981-38212013000100002,When is statistical significance not significant?,2013,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,f5f812d8f98c862f34f0b4e0d47b636f0002be206c231b272e49fe063bc6f30d,No Error,Methodology and Formal Theory,,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,,FALSE,FALSE,<NULL>,,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",2013,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,ac722e76dbe5d1542c48810d4bde9febdd659b02b45a9995ae0a500bd66bc554,No Error,Brazilian Politics,TRUE,Explain,single_country,multiple_region,Brazil,runs_original_survey,original_survey,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,FALSE,TRUE,FALSE,1201,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",2013,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,390902c6d4b1cb1b69c55b132f26641d6f794b388c54b1db75a189beb913091f,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,2015,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,3f777af7327a1debc08b0674b1414bb4f0a624275a927a7cc294501865e0512a,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",2015,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,507ac2d2a3e8ba073e4e2aa23cd04992914ecf7fb8736edc47894d1cf0772ff3,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,,,
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,8312c31f32d7c63aa0e32af37a6b1ddacfb8eeb9c003e44882ab75d512933146,No Error,Other,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,84481a7bb70abc563f86d60a984980eb1dcc8db2927effbaeee5e114892f9358,No Error,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,structure_systematize,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,FALSE,TRUE,,74040,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,b7fb1c29b597fddf4bda6d5b418ed1058bab5ead2763d7e6b61305872504d48a,No Error,Brazilian Politics,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,,,
S1981-38212020000200203,Benjamin Constant and the Combination of the Freedom of the Ancients with that of the Moderns,2020,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,29bb182b01d2648f4f25c79f95ba5d3fe36f5f95dd95925dfe4781c0efa3bfa3,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S1981-38212021000300702,"The Brazilian Conservative Wave, the Bolsonaro Administration, and Religious Actors",2021,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,ee69004cd7af79fab656338dbbed38ca311919abd720338e1e119e0ad1526283,No Error,Brazilian Politics,FALSE,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,367d083780ed32787db38ef30164aab3421a2623aa5eef4ebd34adc13f37dd6e,No Error,International Relations,FALSE,Explain,multiple_countries,<NULL>,Brazil; Angola,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,,
