pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S1981-38212015000300021,agent_c,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212015000300021,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212015000300021.json
S1981-38212019000100200,agent_c,sample_size,not_found_in_text,high,The accompanying quote is in the body text but does not clearly contain the classified sample size with sample-unit language.,"Brasília and the remaining 338,096 entering municipal legislatures (Câmaras de Vereadores). Our units of analysis are municipality-years, of which we have 74,040 observations over the course of 13 electoral cycles. Our analysis also includes the votes received by the 85% of candidates",74040,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,sample_size_quote,not_found_in_text,high,The quote appears in the body text but does not clearly support the paired sample-size value.,"Brasília and the remaining 338,096 entering municipal legislatures (Câmaras de Vereadores). Our units of analysis are municipality-years, of which we have 74,040 observations over the course of 13 electoral cycles. Our analysis also includes the votes received by the 85% of candidates","Our units of analysis are municipality-years, of which we have 74,040 observations over the course of 13 electoral cycles.",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"if left parties perform best in fragmented and polarized political systems ( GROSS and SIGELMAN, 1984 ). Finally, the ‘s ocial inclusion’ model sees redistributive policies originating in the Lula years as a source of electoral support for the left ( BORGES,","[{""variable_name"":""municipal_social_inclusion_governismo_nationalization"",""variable_description"":""Medidas municipais de inclusão social, governismo e nacionalização do debate""},{""variable_name"":""party_ideology_scores"",""variable_description"":""Posições ideológicas partidárias derivadas do Brazilian Legislative Survey""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"the potential sources of recent transformations. We document the electorally expressed ideology of Brazilian voters via ecological analysis at the municipal level. We leverage the variance provided by Brazil’s 5,570 municipalities over the course of 13 electoral cycles between 1994 and 2018.","[{""variable_name"":""municipal_ideological_score"",""variable_description"":""Municipal Ideological Score (MIS)""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,main_variable_relationship,not_found_in_text,high,The specific IV-DV relationship claims were not found with result-language support in the body.,,"[{""iv_var_name"":""municipal_social_inclusion_governismo_nationalization"",""dv_var_name"":""municipal_ideological_score"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,paper_uses_survey_data,not_found_in_text,high,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",,uses_public_available_survey,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,uses_original_dataset,not_found_in_text,medium,"The original-dataset category is specific, but supporting data-construction evidence was not found.",,structure_systematize,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,main_causal_research_design,not_found_in_text,medium,The broad design label is not supported by recognizable method/model language in the body.,,Kitchen Sink Linear Model,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification does not claim explicit causal language.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,makes_implicit_causal_claim,not_found_in_text,low,"The classification is true, but supporting evidence was not found in the body text.",,TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,specifies_estimate_equations,supported_by_text,none,The classification does not claim specified estimating equations.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,claims_any_statistically_significant_results,not_found_in_text,medium,"The classification is true, but supporting evidence was not found in the body text.",,TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212019000100200,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212019000100200.json
S1981-38212020000100204,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000100204,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000100204.json
S1981-38212020000200203,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212020000200203,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212020000200203.json
S1981-38212021000300702,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212021000300702,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212021000300702.json
S1981-38212024000200201,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S1981-38212024000200201,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S1981-38212024000200201.json
S2236-57102023000100213,agent_c,sample_size,supported_by_text,none,"The sample-size value is supported by the accompanying quote, allowing numeric formatting equivalence.","exclusivamente por artigos. O último filtro definido foi relativo à área, sendo selecionadas administração e economia. A busca após a realização dos filtros retornou 84 artigos. Na sequência foram eliminados os artigos (1) que utilizavam o termo “gestão social” de forma distinta",84,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,sample_size_quote,supported_by_text,none,"The quote is in the body text and supports the sample-size value, allowing numeric formatting equivalence.","exclusivamente por artigos. O último filtro definido foi relativo à área, sendo selecionadas administração e economia. A busca após a realização dos filtros retornou 84 artigos. Na sequência foram eliminados os artigos (1) que utilizavam o termo “gestão social” de forma distinta",A busca após a realização dos filtros retornou 84 artigos.,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,uses_original_dataset,not_found_in_text,medium,"The original-dataset category is specific, but supporting data-construction evidence was not found.",,structure_systematize,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102023000100213,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102025000101006,agent_c,sample_size,not_found_in_text,high,The accompanying quote is in the body text but does not clearly contain the classified sample size with sample-unit language.,"A seguir, são detalhados os procedimentos metodológicos utilizados. A primeira etapa da pesquisa consistiu na coleta de dados secundários, obtidos a partir de fontes documentais disponíveis em sítios governamentais e organizações responsáveis pelos observatórios nas 13 cidades analisadas. As informações coletadas incluíram:",13,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,sample_size_quote,not_found_in_text,high,The quote appears in the body text but does not clearly support the paired sample-size value.,"A seguir, são detalhados os procedimentos metodológicos utilizados. A primeira etapa da pesquisa consistiu na coleta de dados secundários, obtidos a partir de fontes documentais disponíveis em sítios governamentais e organizações responsáveis pelos observatórios nas 13 cidades analisadas. As informações coletadas incluíram:","A primeira etapa da pesquisa consistiu na coleta de dados secundários, obtidos a partir de fontes documentais disponíveis em sítios governamentais e organizações responsáveis pelos observatórios nas 13 cidades analisadas.",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","Paulo, sendo maior cidade que não é capital - em termos de população - do País, com 1.291.771 habitantes (I BGE, 2024). Este artigo tem como objetivo descrever os limites e possibilidades dos observatórios como mecanismo de envolvimento dos atores da sociedade",structure_systematize,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
