pid,title,journal_title,input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),Opinião Pública,0f1269311fde6ba98e006917d0d79e33602136c529b6b2685ed24fd12af70874,TRUE,quantitative_only,TRUE,FALSE,bivariate_tests_or_correlations_only,"Numa retrospectiva longitudinal, os dados da Tabela 1 mostram que o PT perdeu peso no Congresso Nacional de 2002 para 2006 (13%).",TRUE,"Mas, o que ficou evidente foi que, em raras ocasiões, a figura do candidato teve uma influência tão significativa no resultado eleitoral como em 2006.",,,,TRUE,"...crenças positivas dos cidadãos a respeito de instituições políticas e gestores públicos; pelo contrário, os dados sugerem ser este um efeito negligenciável. Quanto à construção de capital social informal, apesar de aqui terem sido exploradas poucas informações a este r...",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006).,dados da Tabela 1 mostram que o PT perdeu peso no Congresso Nacional de 2002 para 2006 (13%).,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762011000200010,,Opinião Pública,b02cbed40f81653423077487540403b7097ddb779c0055b7c9a19c521e6f97df,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,O ESEB2010 foi realizado pelo CESOP com o apoio do CNPq e sua base de dados está disponível no Banco de Dados de Pesquisa do CESOP/Unicamp.,FALSE,,,,,FALSE,,FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: .,"Estudo Eleitoral Brasileiro, já realizado no país em 2002 e 2006.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,Opinião Pública,3df4c15e2cd62c87f022a2fe50c3bf5a540de6160619d74b9c374801fc9d5723,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"Todavia, este resultado e o teste de correlação Q de Yule (0,11) indicam uma baixa correlação22 entre as variáveis, ou seja, há 11,0% de chance a mais de encontrar vereadores de direita e centro-direita que concordam com a importância das hierarquias sociais23.",TRUE,"Todavia, este resultado e o teste de correlação Q de Yule (0,11) indicam uma baixa correlação22 entre as variáveis, ou seja, há 11,0% de chance a mais de encontrar vereadores de direita e centro-direita que concordam com a importância das hierarquias sociais23.",mixed_descriptive_explanatory,clear,"...metodológicos A pesquisa foi realizada em Curitiba, onde foram entrevistados 35 dos 38 vereadores da gestão 2009-201211 . O roteiro da entrevista semiestruturada foi organizado com blocos de questões sobre vinculação partidária e associativismo, conhecimento da legislaç...",TRUE,"...Talvez estes dados reflitam uma concepção sobre políticas públicas que se afasta de abordagens que frisam a clivagem de classe e seus efeitos na segregação e na desigualdade social. Abordagens como a de Lojkine (1981), por exemplo, que articulam desigualdade social e p...",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais.,dados categóricos.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,Opinião Pública,25f646b6e9281caa73b90f31ab8c1a8b9071af1e41742e59511c4e439bc1913a,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"...giram recentemente algumas propostas metodológicas que prometem a automatização da análise de conteúdos discursivos como, por exemplo, análise fatorial, análise de clusters ou a análise de classes latentes (KOENIG, 2005). Entretanto, alguns estudiosos dessas possibilida...",TRUE,"Para definir a magnitude dessas distâncias relativas, a ACS considera as distâncias existentes entre os marginais observados na métrica do qui-quadrado.",,,,TRUE,"...de percebida e torná-los salientes em um texto comunicativo, de modo a promover uma definição particular de um problema, interpretação causal, avaliação moral ou recomendação de tratamento para o item descrito (ENTMAN, 1993, p. 52). O conceito de enquadramento também ch...",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa.,"surveys de opinião para afirmar que a mídia tem pouca ou nenhuma influência na formação da opinião pública (LAZARSFELD; BERELSON; GAUDET, 1944).",TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,Opinião Pública,442a32ec9550a7904c198f6b5b279a9d8d8c6d107f7888298a5e70c818255810,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,,FALSE,,,,,TRUE,"...lgumas frases e gostaria de saber com qual você concorda mais: ""O uso de drogas deve ser proibido porque toda a sociedade sofre com as consequências""/""O uso de drogas não deve ser proibido, porque é o usuário que sofre com as consequências?""/Sexo/Faixa etária/ Grau de i...",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Encarte de dados: Opinião sobre questões de segurança pública e comportamento social.,"entrevistados sobre as causas da criminalidade e suas medidas punitivas, como a redução da maioridade penal e a pena de morte.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,Opinião Pública,8d525e07a79ecb01625586f29935ea83462c8335326c3ef7f95757528f5d5698,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"Metodologia Para a análise dos dados de confiança nas Forças Armadas e sua relação com diversos atributos socioeconômicos previamente identificados, utilizou-se um modelo de regressão ordinal na estimação do efeito das variáveis independentes sobre a variável resposta.",TRUE,"...Q39. Uma vez ajustado o modelo com as variáveis restantes, apresentam-se na Tabela 3 as estimativas dos parâmetros, com os respectivos erros-padrão: Para uma avaliação preliminar acerca da adequação do modelo para fins preditivos, empregou-se a medida R 2 de Nagelkerke...",,,,TRUE,"...riáveis relacionadas com a confiança depositada pela população nas instituições militares, bem como seu inevitável imbricamento com os efeitos de diversas outras políticas públicas, o emprego de técnicas estatísticas se mostra útil para avançar na compreensão desse fenô...",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional.,dados coletados pelo SIPS - Defesa Nacional.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,Opinião Pública,e53c4f99a70209f0ceba7afe32cc504f59947f3a701ce2e68d531b9c0c0268d0,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,survey.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,Opinião Pública,4dba28b95d13a50e1b092833d3b74ab271ca8baced912ce516944e7080f81215,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,Um modelo de regressão linear com coeficientes padronizados propicia o teste da hipótese quanto a efeitos diretos de um conjunto de variáveis sobre uma variável dependente.,TRUE,"Contudo, com um p-valor elevado para efeito direto, o resultado é que o efeito total da vitimização sobre a satisfação com a democracia não é significativo, ou seja, o efeito da variável sobre a variável dependente não é significativo.",,,,TRUE,"Mais recentemente, Inglehart e Welzel (2009) puderam testar de forma ampla a teoria da modernização com os dados de quatro ondas de aplicação da Pesquisa Mundial de Valores 6 , realizando uma inferência causal sobre o processo.",TRUE,explicit_causal_design_screen,TRUE,"[""other_modern_causal_method""]","...lógicas mediados pela confiança interpessoal , contudo, ainda tem algumas limitações. Como argumentam Imai, Keele e Tingley (2010) , a mediação causal descrita a partir do uso de SEM lineares é passível de duas críticas fundamentais: não produzem uma descrição generalis...",Relações empíricas quantitativas analisadas no artigo sobre: Violência e satisfação com a democracia no Brasil.,"dados do Barômetro das Américas 3 para o Brasil, encontramos uma nova evidência da magnitude da violência enquanto fenômeno social.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,Opinião Pública,f44608587f4937120e97bbb34e6299b37efeeccc312d2f00ebb7cbf9059e961b,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"However, our analysis of five waves of survey research shows that far from being a period effect (i.",TRUE,"Se é possível que o homossexualismo não seja vislumbrado pelo grosso da população com o mesmo grau de repulsa a ele outorgado pelos evangélicos, a descriminalização do aborto sabidamente sofre significativa resistência em parte do eleitorado.",mixed_descriptive_explanatory,clear,"Novas rodadas de entrevistas com deputados federais, como aquelas realizadas por Power, serão fundamentais para testar se a direita envergonhada está efetivamente perdendo força.",TRUE,"15), tendem a reagir sempre que os interesses que defendem estão em causa.",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil.,surveys aplicadas no Congresso Nacional entre 1990 e 2009.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,Opinião Pública,1289ad8d54dd70cc2ee14d8ec3182142f09e510fdedd2447dd027751eb664f3b,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"Na construção do índice, foram descartadas as respostas “Não sabe”, e as análises preliminares necessárias à validação da escala permitiram identificar ser adequada a realização de análise fatorial exploratória (AFE), tendo obtido KMO (Kaiser Meyer Olkin) igual a 0,914.",TRUE,"A amostra permite a leitura dos resultados por macrorregião do país, sendo que a margem de erro da pesquisa é de 2 pontos para mais ou para menos, considerando um intervalo de confiança de 95%.",,,,TRUE,"...prego e renda estão colocados hoje no debate público a partir do agravamento do cenário de crise fiscal e econômica, mas, também, como efeito/subproduto da crise ética e da corrupção do Estado; 3) os integrantes das classes D/E são, por fim, aqueles mais suscetíveis de...",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017.,entrevistas clínicas com indivíduos com pontuações distintas na escala.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,Opinião Pública,815d7145a439cd475b24f11d8926111e38b95310752f36c8d4dfd14115e369f3,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Operacionalização da análise de conteúdo das páginas de Facebook Uma vez conhecidos os grupos, selecionamos e apresentamos alguns dados das respetivas páginas, que iremos explorar mais à frente neste artigo.",FALSE,,mixed_descriptive_explanatory,clear,"Nesse sentido, para estudarmos este fenómeno optámos por implementar uma metodologia de tipo misto, que cruza uma abordagem quantitativa (análise de conteúdo das páginas de Facebook dos grupos) com uma dimensão qualitativa (entrevistas a ativistas).",TRUE,A esta tendência não será alheio o facto de ser um grupo que tem na causa ambientalista uma das suas bandeiras prioritárias.,FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook.,"dados das respetivas páginas, que iremos explorar mais à frente neste artigo.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,Opinião Pública,8ddc553fc90a027a3656be8953a9d50ca12e2ba648ad7290ebaef09e6283f5bb,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Por fim, a seção “Ouvidorias e demandas recebidas: uma relação que deve ser investigada?” contrasta dados das manifestações recebidas pelas ouvidorias com os seus desenhos institucionais.",FALSE,,mixed_descriptive_explanatory,clear,...s sobre 19 das 21 ouvidorias penitenciárias estaduais atualmente constituídas nos estados. As análises foram produzidas a partir de i) entrevistas semiestruturadas com 18 titulares dos órgãos e um assessor de ouvidoria (total de 19 entrevistas); ii) relatórios publicado...,TRUE,"A partir dos achados expostos ao longo das próximas páginas, será possível estruturar novos esforços de pesquisa com vistas a averiguar, por exemplo, os efeitos de cada formato de ouvidoria na confiança dos cidadãos nos órgãos e na garantia de direitos fundamentais.",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais.,dados entre retóricas e documentos”.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",Opinião Pública,ff88cce60a0b2228a1ac074cfd409ec16fdb53f91b195cddea715800df502dcc,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,,TRUE,"Desafortunadamente, desde mediados de la década de 2010, Carabineros ha enfrentado una crisis institucional significativa debido a problemas de probidad, transparencia y denuncias de abuso policial (Morales Quiroga, 2020).",,,,TRUE,"Percepción de inseguridad y confianza en la policía Hay amplia evidencia de una relación causal entre victimización y percepción de inseguridad con la confianza institucional (Visconti, 2020).",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,"Relações empíricas quantitativas analisadas no artigo sobre: Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020.",dados desde la imparcialidad y universalidad.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1806-64452005000100002,Os direitos humanos na implementação dos Objetivos de Desenvolvimento do Milênio,Sur. Revista Internacional de Direitos Humanos,b8854b9723c956b8f1e8782d375861dc0439d6515dcdd21e50c7dbe7cb16f46e,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados e informações que fornecem têm ajudado os ativistas de direitos em suas demandas públicas e privadas por mudanças.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1806-64452005000100003,Direito à educação e educação para os direitos humanos,Sur. Revista Internacional de Direitos Humanos,b95aaf5bc2f714ee22afd810ae9f4392a4091563c11afa8f18454bc57aab7732,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"Tselem, organizações não-governamentais de direitos humanos árabe e israelense, respectivamente.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1806-64452005000100006,"Direitos humanos, meio ambiente e conflitos: enfrentando os crimes ambientais",Sur. Revista Internacional de Direitos Humanos,20328373932da21b6804a94372f56b3bee2abbc9100eb337d5344ecc9d046326,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1806-64452006000100005,Os pontos positivos de diferentes tradições: o que se pode ganhar e o que se pode perder combinando direitos e desenvolvimento?,Sur. Revista Internacional de Direitos Humanos,db6d0d6a245fd17dd03c22356def6231a7871089d0e0da4ea22c823acb2badad,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados por governos - além disso, são independentes dos interesses de um único governo e possuem autoridade legal formal.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,Brazilian Political Science Review,ed74e660f1dbea678d7b80c27b6157ed155ef39924dcdcf65b66c01f5a5cb5e9,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,This is done by means of logistic regression analyses based on data from the ESEB (Brazilian Electoral Study).,TRUE,We see that the remaining variables are statistically significant (some at the level of 0.,,,,TRUE,The hypothesis that voters’ political opinions influence their voting decision.,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data.,ESEB (Brazilian Electoral Study).,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,Brazilian Political Science Review,db7d0422a8605bb7b9ecebcfaeed4ee6716fd32b8a8a15cfb02dfceff9bdf157,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,tself makes room for the expression of international contestation by creating opportunity structures and favourable circumstances for the acts of anti/alternative globalization movements.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1981-38212008000100127,The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor,Brazilian Political Science Review,8eb0c38e2ea79b1b38909cf9906a2047346d00c7c7690b9908a33c7d2412dbb1,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"Although our theoretical question was focused on how the emergent global actor advanced towards the achievement of its goals, this article has also shown how the UN system contributed to its political articulation.",TRUE,"...ture on transnational actors (Merle 1988; Boli and Thomas 1999; Willetts 1996; Risse 2002, among others). If the UN have exerted their influence — both directly and indirectly — in the creation of this new actor representing local authorities from all over the world, lo...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor.,"tself, whose main turning points were the intergovernmental conferences Habitat II (1996) and Habitat + 5 (2001).",FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,Brazilian Political Science Review,4155e0353eb6103179472104fbfc468cec5db1bf765c3ab52e459eb0885cf742,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,As a result of this survey we came upon a surprising fact: the significant participation of professionals linked to the Social Sciences in the Lula da Silva government.,FALSE,,,,,TRUE,"For this reason, their capacity to influence established power is remote.",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Social Scientists and Public Administration in the Lula da Silva Government.,tself.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,Brazilian Political Science Review,7b3d24fc03cfba56984a98b3e94f706f5045306ba57aa062653b7c5a96302b3a,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...Note on Sources and Scope The findings of this article are based on the following sources: First of all, they are derived from fifteen interviews with members of Non-Governmental Organizations (NGOs), members of the local administration of justice and members of private...",TRUE,"As Mark Ungar (2007, 20) stated: “Although governments and scholars alike have recognized this growth, there has been very little concerted study of its causes, patterns and impact.",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Private Security and the State in Latin America: the Case of Mexico City.,"tself, other studies indicate that the dichotomizing perspective which informs much of the security governance literature, where security is either provided by public or by private actors, misses the complexities and ambivalences inherent in contemporary patterns of security provision.",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S1981-38212013000100002,When is statistical significance not significant?,Brazilian Political Science Review,6843b50e35a0125a97e95906c9b8bf4629f4b7f777426e53d9db1b2bb84416f4,TRUE,quantitative_only,TRUE,FALSE,bivariate_tests_or_correlations_only,"According to Cramer and Howitt (2004), The level at which the null hypothesis is rejected is usually set as 5 or fewer times out of 100.",TRUE,"What is the meaning of a minute difference that is statistically significant? The relationship between X and W is statistically significant (p-value<0,000) but there is no substantive meaning on it.",,,,TRUE,Basic statistics handbooks teach us that outliers can influence the probability of making Type I and Type II errors13.,TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: When is statistical significance not significant?.,"tself, answer the questions scholars are interested in.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",Brazilian Political Science Review,cd3c112bdf5acbae68a5a08a5c3881afcdfd8b6c21fbaebe90da8defad67c4e5,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"Taking this set of data into consideration, we seek to establish their dimensionality by means of a factor analysis through the extraction of main components.",TRUE,"Note: Pearson Chi-Square: 97,156, significant to 95%.",,,,TRUE,"...cts their decisions may exert on public policies, majoritarian preferences, and social values. Tate and Vallinder (1997) deal with the causes behind the expansion of the Judiciary Power and conceptualize judicialization of politics as a twofold process which involves: (...",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,"Relações empíricas quantitativas analisadas no artigo sobre: Perceptions on justice, the judiciary and democracy.",TSE) positioned the Judiciary in the center of a public opinion debate.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",Brazilian Political Science Review,7ab71bc097bbdaffce5cdf7b5158c6b039ef20c6aa1ee55fcee0f2dbcd6997e1,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"tself, is located between State reform and democratic governance and anchors the idea of governance within the political system through the idea of accountability.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,Brazilian Political Science Review,f78af628b80cf62a7fa7f39b1a5c2d632680c3384b651d61d342b97b907de7e9,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"The article examines normative democratic theory and competing institutional models of republican democracy. It is conceptual and theoretical, with no original empirical evidence or quantitative analysis."
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",Brazilian Political Science Review,0b61baf073d5022fd18dfd55559d5013dc48c573814e5f5fb6c7046d4d5ee9eb,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,"Along this line, the first surveys prepared by the DIAP indicated a drop in the syndicalist seats (from 83 to 46 representatives) and stability in the evangelical seats (from 78 to 74 deputies).",FALSE,,,,,TRUE,"Although party fragmentation has grown with the important influence of small parties, this is not the factor that will create major difficulties for the second term.",FALSE,descriptive_quantitative_only,,,,"Relações empíricas quantitativas analisadas no artigo sobre: Brazilian Congress, 2014 elections and governability challenges.","tself to the PSB, reaching almost 10%.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S1981-38212015000300021,The Elusive New Middle Class in Brazil,Brazilian Political Science Review,898150e4ce612c1474e98e8ca2d1f0c98953919d7e807cbfa50ae4a927dffb52,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"So, as a way of summarizing the profile similarities delineated above, we submitted the data in Table 03 to a Hierarchical Cluster Analysis, using the SPSS software.",TRUE,The relations between income and every item listed in Table 03 were statistically significant.,,,,TRUE,"People's perceptions on the middle class seem to confirm this, as we explain below.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: The Elusive New Middle Class in Brazil.,"Survey on Family Budgets (Pesquisa de Orçamentos Familiares – POF, conducted by the Instituto Brasileiro de Geografia e Estatística – IBGE) from 2008-2009, a database not yet explored (probably because of its complexity) in the debate on the new middle class, but rich in information on the socioeconomic profile of Brazilian households and their individual members.",TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
