pid,title,year,journal_title,source_file,input_text_hash,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782014000100003.xml,c8e780d59ef43b2d325c95c7e2d116b7967ebf07752d2507a9701553f1882039,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,single_region,Brazil,no_survey_data,structure_systematize,FALSE,,<NULL>,<NULL>,<NULL>,,,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",2015,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782015000200109.xml,4729c7a819ce2af7c5c39f8040de2dd1b552dee64d3cc34bf64a5cda90140ecc,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,single_region,Brazil,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,TRUE,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,No Mention of Mechanisms/Channels,<NULL>,quantitative,explicit,
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782017000100051.xml,e046e393b6ffb18333d4090fc30aaa4777f32169a26dfde44ff596a4c488c696,Missing/Corrupt,International Relations,FALSE,Explain,multiple_countries,<NULL>,Spain; Canada; Brazil,no_survey_data,not_original,TRUE,Other,Focused structured comparison of case studies,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,3,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0104-44782018000200031,"Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo",2018,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782018000200031.xml,088dfa9cdcec187c8ff05165d986abfed750c3a732175893f2fd82898b31209e,Missing/Corrupt,Methodology and Formal Theory,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,,
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782019000200209.xml,6f19d1bd3a2e8f942b7dd0d6dd08a71628d1d13086d561de8932278827bc3feb,Missing/Corrupt,Comparative Politics,FALSE,Explain,single_country,single_region,Argentina,no_survey_data,field_study,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782020000100202.xml,4a546af9ab2b9c4eddb8b2f4f2f7ff074093cda72286dbdb7466921d916d5ff7,Missing/Corrupt,Comparative Politics,TRUE,Explain,multiple_countries,<NULL>,<NULL>,no_survey_data,,TRUE,Other,,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782020000400209.xml,aa8c6d45059d755f6feadf3f0cf62faf0b069c39a6338821409c0fc93e0038f0,Missing/Corrupt,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,4,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0104-44782023000100400,Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo,2023,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782023000100400.xml,da111f79b6887885a8d5ab857ff71a4c81040f48c6827a511b1dc6faa0756231,Missing/Corrupt,Comparative Politics,FALSE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,20,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782024000100204.xml,7d6d954af07f7a150b14192c78fe14c665bc60c2204883ded1c6e7d8f653e81c,Missing/Corrupt,Comparative Politics,TRUE,Explain,multiple_countries,<NULL>,<NULL>,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762005000200006,"Como os empresários pensam a política e a democracia: Brasil, anos 1990",2005,Opinião Pública,data/processed/sample_xmls/S0104-62762005000200006.xml,0553039dc702e94ee34eff876b458be551faa786b235281e1bbf533fdb3f278e,Missing/Corrupt,Brazilian Politics,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,essayistic,
S0104-62762006000100007,Debates políticos na internet: a perspectiva da conversação civil,2006,Opinião Pública,data/processed/sample_xmls/S0104-62762006000100007.xml,03dcaa30c52de88aab09ab37e92a72488e6ef6f5d295716ae9b09aee7c4d12a7,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,data/processed/sample_xmls/S0104-62762006000200005.xml,17cdc48cbe2fde32faaa279211325b11aeb1dc4aebe3de579803064cfab7a75a,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,<NULL>,TRUE,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,<NULL>,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,data/processed/sample_xmls/S0104-62762007000200001.xml,ae8c48fd5bce4957eb037a51b87e968e304d06b8f85e05d5c8662062db7bf10e,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762011000200010,,2011,Opinião Pública,data/processed/sample_xmls/S0104-62762011000200010.xml,abfff54346b913b5dea1738a883d1ec65d9779ae3eb5b67d4ba34cca7d791060,Missing/Corrupt,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,data/processed/sample_xmls/S0104-62762012000200003.xml,7280d3f9cad4ffa636126fbd7465240ff6daa0ca8eb359670558a1961019065e,Missing/Corrupt,Brazilian Politics,TRUE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,mixed,explicit,
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,data/processed/sample_xmls/S0104-62762014000300377.xml,f93dc82ec8f069741dc616f8e3ae4b3d3efde867fe6b6fd83e034d8ef4a2cef6,Missing/Corrupt,Methodology and Formal Theory,,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,,explicit,
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,2014,Opinião Pública,data/processed/sample_xmls/S0104-62762014000300523.xml,93ebe043d7ebc78c9e1ab59390c23ccbaf77d98a4ad626db58dcdc2d1a95dffc,Missing/Corrupt,Public Policy/Administration,,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,essayistic,
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,data/processed/sample_xmls/S0104-62762015000100132.xml,6861c17bd8aa43cdd0a9db27d85f6c786592a979dbb3410867246c548cdf249b,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,data/processed/sample_xmls/S0104-62762016000200318.xml,60f71079f1e5f945900455dd2553f7c8809065a40f9ead2cc8d81bbf2585c659,Missing/Corrupt,Public Policy/Administration,TRUE,Describe,single_country,<NULL>,Brazil,runs_original_survey,original_survey,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,data/processed/sample_xmls/S0104-62762018000100209.xml,4c3acbe9f9b408164a504e0599abfe8d09205fae103b51657757cccf79107bdc,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,,,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,TRUE,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,2018,Opinião Pública,data/processed/sample_xmls/S0104-62762018000300486.xml,522c3010807c20894599e29c82a11d25e8665f0ddcb926aba390cb26fcf32181,Missing/Corrupt,Brazilian Politics,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,explicit,
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,data/processed/sample_xmls/S0104-62762020000100034.xml,f5d73b3128cd260483e3f183b35b7e0d94007b22552f4a1208f57c1bac0dab13,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,runs_original_survey,original_survey,TRUE,,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,2087,,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,data/processed/sample_xmls/S0104-62762021000100051.xml,7f18e4bc5ea1ff45a7d95c7062f06a0c84c4c40b1ca9acc825a86906087aab2c,Missing/Corrupt,Comparative Politics,,Describe,single_country,<NULL>,Portugal,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,8,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,mixed,explicit,
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,data/processed/sample_xmls/S0104-62762025000100204.xml,2932ba040b2d68e8efbe400161a89037a6c75321bb566a2a7e28c5df1c38b3cd,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,19,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,explicit,
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",2025,Opinião Pública,data/processed/sample_xmls/S0104-62762025000100220.xml,4d3b55e84f4bcc78765dd804645a6b0595870d7fc7edf877fcf9f4ce6ba8f6bb,Missing/Corrupt,Comparative Politics,TRUE,Explain,single_country,<NULL>,Chile,uses_public_available_survey,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,,,,TRUE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S1806-64452005000100002,Os direitos humanos na implementação dos Objetivos de Desenvolvimento do Milênio,2005,Sur. Revista Internacional de Direitos Humanos,data/processed/sample_xmls/S1806-64452005000100002.xml,55acf0c6d68cee73961a5c08d7e44d9de8ec13172d3e3c70ae5cb817012fe364,Missing/Corrupt,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1806-64452005000100003,Direito à educação e educação para os direitos humanos,2005,Sur. Revista Internacional de Direitos Humanos,data/processed/sample_xmls/S1806-64452005000100003.xml,5defe281436104423e397d314b0c19006c195adab7c515c3a862ecde1d5e06b2,Missing/Corrupt,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1806-64452005000100006,"Direitos humanos, meio ambiente e conflitos: enfrentando os crimes ambientais",2005,Sur. Revista Internacional de Direitos Humanos,data/processed/sample_xmls/S1806-64452005000100006.xml,94593c039e7ebe1aa82fbcd508e925a15cd68ddc41973f21834120eb0976af87,Missing/Corrupt,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,theoretical-normative,essayistic,
S1806-64452006000100005,Os pontos positivos de diferentes tradições: o que se pode ganhar e o que se pode perder combinando direitos e desenvolvimento?,2006,Sur. Revista Internacional de Direitos Humanos,data/processed/sample_xmls/S1806-64452006000100005.xml,22e8ef26bfba7f1423288e09d46d015aa4ee68c35f23eab2bf22feaa64c6e25b,Missing/Corrupt,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212007000100070.xml,5e5cef8b47019200dd8e5950ea01f037e3a39382ebd3e0bca4e3c31d109d3e21,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212007000200010.xml,baecbc75663b8d014f376a8e1dfd1dc5ecceb3d0eca36fbbfd2c08b2f0556f1a,Missing/Corrupt,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1981-38212008000100127,The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor,2008,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212008000100127.xml,ca149f0a7e44f4ae03231552d3050582706aa1fee24966bcded8f886b0a1bff8,Missing/Corrupt,International Relations,FALSE,Explain,multiple_countries,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212009000100011.xml,6fcaa67f12de93404b82bd96b2fb0456d11d95289cada6405c2215f8b9fdd4c5,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212010000100131.xml,acf99004b9ca1bf50cb2744664a12a74c4912547fa19a4d4cb7f31281b852e0e,Missing/Corrupt,Comparative Politics,FALSE,Describe,single_country,single_region,Mexico,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,,
S1981-38212013000100002,When is statistical significance not significant?,2013,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212013000100002.xml,8ee9c606dd67d273bf919250948241f523e5cffe19438921e44ba86502433218,Missing/Corrupt,Methodology and Formal Theory,TRUE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,other_original_data,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",2013,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212013000200003.xml,81710f17f09cbbb6b28e82bdcfd98feb33c13a6ec903945e3bea121b4ec4018b,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,multiple_region,Brazil,runs_original_survey,original_survey,TRUE,,<NULL>,<NULL>,<NULL>,,,,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",2013,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212013000300001.xml,e0692c56d0176085095d8835a15cace84290f676cb0dcfa0b0eb968070e70bf3,Missing/Corrupt,Public Policy/Administration,FALSE,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,2015,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212015000100003.xml,0a02706bf1b6ae220eb5a4756c55b15c27ee925a9751048997ac995ece830a82,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",2015,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212015000100115.xml,a2786e559a3f27d5e4fd37412365b0f7d6449ee29e9cf5d20ae6c0bdd8ca9606,Missing/Corrupt,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,essayistic,
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212015000300021.xml,12d2b2a4ed485a62bf79a2af86b03eb9b7996d53a0ff123e2970a7d0f1f2edde,Missing/Corrupt,Other,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212019000100200.xml,e738a602d2a18d71916199e5d153939ce42d6066be6295b90921c9bcd275485e,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212020000100204.xml,d4451ca4cf39b1cf7a1e4b15bd22353b789fd182aa1ef45bb032161d4351196f,Missing/Corrupt,Brazilian Politics,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S1981-38212020000200203,Benjamin Constant and the Combination of the Freedom of the Ancients with that of the Moderns,2020,Brazilian Political Science Review,data/processed/sample_xmls/S1981-38212020000200203.xml,9b8290ddc15153968b2957ac24aa06e5d6a4163035cee4b6fde5a35f7021f500,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
